MonsterID	MonsterName	MonsterNameJP	Rarity	AttributeOne	MaxLevel	NumOfAwokenSkills
1843	Crystal Wind Dragon Queen, Linthia	玻璃の風龍王・リンシア	8	3	99	9	
1844	Knight Dragon King, Nordis	騎龍王・ノルディス	7	4	99	3	
1845	Unleashed Knight Dragon King, Nordis	解放の騎龍王・ノルディス	8	4	99	9	
1846	Phantom Dragon King, Zaerog∞	幻龍王・ゼローグ∞	7	5	99	3	
1847	Maleficent Phantom Dragon King, Zaerog∞	黒天の幻龍王・ゼローグ∞	8	5	99	9	
1848	Angel of Secret Destiny, Elia	密命の天使・イーリア	7	4	99	6	
1849	Psychopomp of Oblivion, Grisar	忘却の死神・グリザル	7	5	99	6	
1850	Jagi	ジャギ	3	5	25	0	
1851	Tyrannical Pupil, Jagi	暴虐の徒・ジャギ	4	5	70	2	
1852	Amiba	アミバ	3	5	25	0	
1853	Hokuto Shinken Imposter, Amiba	偽りの北斗神拳・アミバ	4	5	70	2	
1854	Uighur	ウイグル	3	5	25	0	
1855	The Warden, Uighur	獄長・ウイグル	4	5	70	2	
1856	Ken-Oh, Raoh	拳王・ラオウ	5	5	50	0	
1857	Ruler of the Century's End, Raoh	世紀末覇者・ラオウ	6	5	99	2	
1858	Raoh	ラオウ	5	1	50	0	
1859	Conqueror of the Heavens, Raoh	天の覇者・ラオウ	6	1	99	4	
1860	Kenshiro	ケンシロウ	5	1	50	0	
1861	Hokuto Shinken Master, Kenshiro	北斗神拳・ケンシロウ	6	1	99	4	
1862	Toki	トキ	5	2	50	0	
1863	Gentle Fist Master, Toki	柔の拳・トキ	6	2	99	4	
1864	Shin	シン	4	4	50	0	
1865	Nanto Seiken Master, Shin	南斗聖拳・シン	5	4	99	3	
1866	Rei	レイ	4	2	50	0	
1867	Nanto Suichoken Master, Rei	南斗水鳥拳・レイ	5	2	99	3	
1868	Juda	ユダ	4	3	50	0	
1869	Nanto Kokakuken Master, Juda	南斗紅鶴拳・ユダ	5	3	99	3	
1870	Shew	シュウ	4	3	50	0	
1871	Nanto Hakuroken Master, Shew	南斗白鷺拳・シュウ	5	3	99	3	
1872	Thouzer	サウザー	4	4	50	0	
1873	Holy Emperor, Thouzer	聖帝・サウザー	5	4	99	3	
1874	Mamiya	マミヤ	4	1	50	0	
1875	Unrequited Warrior Woman, Mamiya	秘愛の女戦士・マミヤ	5	1	99	9	
1876	zhao yun	ミニ趙雲	5	3	70	0	
1877	mighty dragon general, zhao yun	龍威の勇将軍・ミニ趙雲	6	3	99	3	
1878	Diagoldos	ディアゴルドス	6	1	50	0	
1879	Armored Blade Dragon, Diagoldos	重装剣龍・ディアゴルドス	7	1	99	3	
1880	Ruler of Toyama Bay, Cold Amberjack	富山湾の絶対王者・寒ブリ	6	2	99	3	
1881	Twin Blade Brave, Shotel	双曲剣の勇士・ショーテル	5	1	99	5	
1882	Double-Edged Blade Brave, Claymore	両刃剣の勇士・クレイモア	5	2	99	5	
1883	Nameless Blade Brave, Masamune	無銘刀の勇士・正宗	5	3	99	5	
1884	Curved Blade Brave, Kopis	曲刃剣の勇士・コピス	5	4	99	5	
1885	Massive Blade Brave, Zweihander	巨重剣の勇士・ツヴァイハンダー	5	5	99	5	
1891	Raoh ChibiDra	ラオウちびドラ	3	5	1	0	
1896	Earth Dragon Swordsman	地の龍剣士	4	3	50	0	
1897	Earth Dragon Knight	アースドラゴンナイト	5	3	99	4	
1898	Dark Dragon Swordsman	闇の龍剣士	4	5	50	0	
1899	Shadow Dragon Knight	シャドウドラゴンナイト	5	5	99	4	
1916	Music Dragon, Legelonte	音楽龍・レジェロンテ	5	2	99	3	
1917	Hungry Peko Dragon	ハラペコ・ペコどら	4	1	99	3	
1918	Battle Flower Spirit, Mandrake	戦華の精霊・マンドレイク	4	3	99	3	
1919	Rumbling Firedragon, Armored Tyrannos	轟炎龍・アームドティラノス	6	1	99	5	
1920	Phantom Icedragon, Mirage Plesios	幻氷龍・ミラージュプレシオス	6	2	99	5	
1921	Wild Flowerdragon, Howling Brachys	猛花龍・ハウルブラキオス	6	3	99	5	
1922	Zeus & Hera	ゼウス＆ヘラ	7	4	99	3	
1923	Loving Heavenly Deities, Zeus & Hera	相思の天界神・ゼウス＆ヘラ	8	4	99	8	
1925	War Deity of the Magic Spear, Odin	魔槍の秘術神・オーディン	8	2	99	9	
1926	Heaven-Shaking Thunderdragon, Indra	破天の雷霆龍・インドラ	7	4	99	6	
1927	Abyssal Darkdragon, Vritra	深獄の暗黒龍・ヴリトラ	7	5	99	6	
1928	Awoken Venus	覚醒ヴィーナス	7	4	99	9	
1929	Tyrra-bean	まめティラ	1	1	5	0	
1930	Plessie-bean	まめプレシィ	1	2	5	0	
1931	Brachy-bean	まめブラッキィ	1	3	5	0	
1936	Kapibara-san & White-san	カピバラさんとホワイトさん	5	3	99	2	
1944	Kaguya-Hime	かぐや姫	6	3	50	0	
1945	Bamboo Cutter's Blossom, Kaguya-Hime	竹取の翠月花・かぐや姫	7	3	99	3	
1946	Red Dragonbound, Gadius	赤龍契士・ガディウス	5	1	50	0	
1947	Lightning Red Dragonbound, Gadius	浄雷の赤龍契士・ガディウス	6	1	99	5	
1948	Black Dragonbound, Typhon	黒龍契士・ティフォン	6	5	50	0	
1949	Lightning Black Dragonbound, Typhon	滅雷の黒龍契士・ティフォン	7	5	99	6	
1950	White Beast Demon, Ilm	白獣魔・イルム	6	4	50	0	
1951	Tome-Creating White Phantom Demon, Ilm	創書の白幻魔・イルム	7	4	99	6	
1952	Black Beast Demon, Zuoh	黒獣魔・ズオー	5	5	50	0	
1953	Enraged Black Phantom Demon, Zuoh	憤激の黒幻魔・ズオー	6	5	99	5	
1954	Awoken Shiva	覚醒シヴァ	7	1	99	8	
1955	Awoken Lakshmi	覚醒ラクシュミー	7	2	99	8	
1956	Awoken Parvati	覚醒パールヴァティー	7	3	99	8	
1957	Fire Cat Dragon, Tabby Nyadra	火の猫龍・シマニャドラ	5	1	99	2	
1958	Water Cat Dragon, Russian Nyadra	水の猫龍・ロシニャドラ	5	2	99	2	
1959	Wood Cat Dragon, Calico Nyadra	木の猫龍・ミケニャドラ	5	3	99	2	
1960	Light Cat Dragon, Persian Nyadra	光の猫龍・ペルニャドラ	5	4	99	2	
1961	Dark Cat Dragon, Black Nyadra	闇の猫龍・クロニャドラ	5	5	99	2	
1962	Red DeviNyan	アカデビニャン	3	1	30	0	
1963	Blue DeviNyan	アオデビニャン	3	2	30	0	
1964	Green DeviNyan	ミドリデビニャン	3	3	30	0	
1965	White DeviNyan	シロデビニャン	3	4	30	0	
1966	Black DeviNyan	クロデビニャン	3	5	30	0	
1967	Sacred Dragon King Saiga Another	聖龍王サイガ アナザー	5	3	50	0	
1968	Light Dragon King Saiga Another	光龍王サイガ アナザー	6	3	99	4	
1969	Shinra Dragon God Saiga Another	神羅聖龍神サイガ アナザー	7	3	99	7	
1970	War Princess Asmodeus Another	魔戦姫アスモディエス アナザー	5	5	50	0	
1971	Phantom Demon Queen Asmo-Deus Another	幻魔王アスモ・デウス アナザー	6	5	99	4	
1972	Fire Hammer Kiriko Another	炎鎚のキリコ アナザー	5	1	50	0	
1973	Shining Wing Kiriko Another	光翼聖天キリコ アナザー	6	1	99	4	
1974	Shinra Sorcerer God Moebius	神羅魔導神メビウス	4	5	99	3	
1975	Shinra Sacred Demon God Ark	神羅聖魔神アーク	4	5	99	6	
1976	Shinra Light Dragon God Ryuga	神羅光龍神リュウガ	4	4	99	6	
1977	Shinra Golden God Maxius	神羅黄金神マキシウス	4	4	99	6	
1978	Shinra Ultimate God Kai	神羅終極神カイ	4	5	99	3	
1979	Shinra Soul Beast Sai	神羅魂獣神サイ	4	1	99	3	
1980	Shinra Sun God Apollo	神羅太陽神アポロ	4	1	99	6	
1981	Shinra Sacred Dragon God Saiga	神羅聖龍神サイガ	4	3	99	6	
1982	Shinjo Kagato	真城火牙刀	4	1	50	0	
1983	Raging Kagato	烈火の火牙刀	5	1	99	2	
1984	Crystal Ruler Hikari - Tenchi	水晶天子ヒカリ・天地	4	4	50	0	
1985	Crystal Ruler Hikari - Itsuki	水晶天子ヒカリ・一鬼	5	4	99	2	
1986	Flo Gist	フロギスト	3	1	25	0	
1987	Bem Gist	ベム・ギスト	4	1	70	2	
1988	Snow Beast Yeye	雪獣イエイエ	3	2	25	0	
1989	Gon Yeye	ゴン・イエイエ	4	2	70	2	
1990	Gardener Pochika	ガードナー・ポーチカ	3	3	25	0	
1991	Lulu Pochika	ルル・ポーチカ	4	3	70	2	
1992	Lard	ラード	3	5	25	0	
1993	Hell Lard	ヘル・ラード	4	5	70	2	
1994	Asmodeus Another Card	アスモディエス アナザー カード	4	5	1	0	
1995	Fire Hammer Kiriko Another Card	炎鎚のキリコ アナザー カード	4	1	1	0	
1996	Shinra Sorcerer God Moebius Card	神羅魔導神メビウス カード	4	5	1	0	
1997	Shinra Sacred Demon God Ark Card	神羅聖魔神アーク カード	4	5	1	0	
1998	Shinra Light Dragon God Ryuga Card	神羅光龍神リュウガ カード	4	4	1	0	
1999	Shinra Golden God Maxius Card	神羅黄金神マキシウス カード	4	4	1	0	
2000	Shinra Ultimate God Kai Card	神羅終極神カイ カード	4	5	1	0	
2001	Shinra Soul Beast Sai Card	神羅魂獣神サイ カード	4	1	1	0	
2002	Shinra Sun God Apollo Card	神羅太陽神アポロ カード	4	1	1	0	
2003	Shinra Sacred Dragon God Saiga Card	神羅聖龍神サイガ カード	4	3	1	0	
2004	Wafer Man Papa	ウエハーマンパパ	4	4	1	0	
2006	Avowed Thief, Ishikawa Goemon	天下御免の大泥棒・石川五右衛門	8	1	99	4	
2007	Sphinx	スフィンクス	5	1	50	0	
2008	Awoken Sphinx	覚醒スフィンクス	6	1	99	3	
2009	Awoken Horus	覚醒ホルス	7	1	99	8	
2010	Awoken Isis	覚醒イシス	7	2	99	8	
2011	Awoken Bastet	覚醒バステト	7	3	99	8	
2012	Awoken Ra	覚醒ラー	7	4	99	8	
2013	Awoken Anubis	覚醒アヌビス	7	5	99	8	
2014	Student Council President, Lucifer	生徒会長・ルシファー	7	4	99	9	
2015	Discipline Committee Chair, Athena	風紀委員長・アテナ	7	3	99	6	
2016	Class Monitor, Athena	学級委員長・アテナ	7	3	99	6	
2017	Scholarship Student, Isis	特待生・イシス	7	2	99	8	
2018	Hera-Ur-Senpai	↑↑先輩・ヘラ・ウルズ	6	1	99	3	
2019	School Gang Leader, Gigas	剛腕番長・ギガンテス	6	1	99	3	
2020	blazing shrine maiden, chiyome	紅焔の舞巫女・ミニちよめ	6	1	99	3	
2021	phantom god, odin	幻神・ミニおーでぃん	6	1	99	6	
2022	amaterasu ohkami	ミニあまてらすおおかみ	4	4	70	3	
2023	water deity, holy isis	聖海神・ミニいしす	4	2	70	3	
2024	yamato takeru	ミニやまとたける	4	1	70	3	
2025	andromeda	ミニあんどろめだ	4	2	70	3	
2026	perseus	ミニぺるせうす	4	3	70	3	
2027	sun wukong	ミニそんごくう	4	4	70	3	
2028	pandora	ミニぱんどら	4	5	70	3	
2029	Cloud	クラウド	6	4	50	0	
2030	Cloud & Hardy-Daytona	クラウド＆ハーディ＝デイトナ	7	4	99	4	
2031	Sephiroth	セフィロス	6	5	50	0	
2032	Renegade Hero, Sephiroth	堕ちた英雄・セフィロス	7	5	99	4	
2033	Squall	スコール	5	1	50	0	
2034	Solitary Lion, Squall	孤高の獅子・スコール	6	1	99	7	
2035	Rinoa	リノア	5	2	50	0	
2036	Sorceress's Successor, Rinoa	魔女の継承者・リノア	6	2	99	9	
2037	Zidane	ジタン	5	3	50	0	
2038	Trance Zidane	トランス・ジタン	6	3	99	9	
2039	Vivi	ビビ	4	5	50	0	
2040	Trance Vivi	トランス・ビビ	5	5	99	3	
2041	Tidus	ティーダ	5	2	50	0	
2042	Fayth's Dream, Tidus	祈り子の夢・ティーダ	6	2	99	9	
2043	Yuna	ユウナ	6	4	50	0	
2044	Determined Summoner, Yuna	決意の召喚士・ユウナ	7	4	99	4	
2045	Ace	エース	4	1	50	0	
2046	Agito Cadet, Ace	アギト候補生・エース	5	1	99	3	
2047	Aemo	エモ	4	3	50	0	
2048	Dimensional Travelers, Aemo & Mootie	時空ノ水晶・エモ＆タツノコ	5	3	99	9	
2049	Wol	ウォル	4	4	50	0	
2050	Knight of the Dawn, Wol	黎明のナイト・ウォル	5	4	99	3	
2051	Fat Chocobo	でぶチョコボ	4	4	35	0	
2052	Chaos	カオス	5	5	99	2	
2053	Emperor of Palamecia	パラメキア皇帝	5	2	99	2	
2054	Cloud of Darkness	暗闇の雲	5	3	99	2	
2055	Zeromus	ゼロムス	5	5	99	2	
2056	Neo Exdeath	ネオエクスデス	5	4	99	2	
2057	Gilgamesh	ギルガメッシュ	6	1	99	2	
2058	Kefka	ケフカ	5	5	50	0	
2059	Dancing Mad, Kefka	妖星乱舞・ケフカ	6	5	99	2	
2060	Cloud's Buster Sword	クラウドのバスターソード	5	4	1	0	
2061	Sephiroth's Masamune	セフィロスの正宗	5	5	1	0	
2062	Squall's Gunblade	スコールのガンブレード	5	1	1	0	
2063	Rinoa's Pinwheel	リノアの円月輪	5	2	1	0	
2064	Zidane's Mage Masher	ジタンのメイジマッシャー	5	3	1	0	
2065	Tidus's Brotherhood	ティーダのフラタニティ	5	4	1	0	
2066	Yuna's Staff	ユウナのロッド	5	2	1	0	
2067	Extreme King Metal TAMADRA	超絶キンメタたまドラ	7	5	1	0	
2068	Aamir	アーミル	5	5	50	0	
2069	Black Beast Demon's Servant, Aamir	黒獣魔の子分・アーミル	6	5	99	3	
2070	Tinnin & Metatron	ティンニン＆メタトロン	7	4	99	9	
2071	Yo TAMADRA	ヨウたまドラ	5	2	1	0	
2072	Tinnin TAMADRA	ティンニンたまドラ	5	4	1	0	
2073	Awoken Leilan	覚醒レイラン	7	1	99	8	
2074	Awoken Karin	覚醒カリン	7	2	99	8	
2075	Awoken Meimei	覚醒メイメイ	7	3	99	8	
2076	Awoken Haku	覚醒ハク	7	5	99	8	
2077	Green Gleaming Star Kirin, Sakuya	翠輝星の麒麟・サクヤ	8	4	99	9	
2078	Blazing Goddess of Power, Kali	劫火の威女神・カーリー	8	5	99	9	
2079	Divine General of the Sun, Krishna	日輪の勇将神・クリシュナ	7	1	99	4	
2080	Wise and Moral Goddess, Sarasvati	知徳の麗女神・サラスヴァティ	7	2	99	4	
2081	Divine Creator of Order, Vishnu	秩序の創界神・ヴィシュヌ	7	3	99	7	
2082	Scholarly God of Fortune, Ganesha	招財の学問神・ガネーシャ	7	4	99	7	
2083	Magic Hand Slayer Goddess, Durga	魔掌の討女神・ドゥルガー	7	5	99	4	
2084	Capricious Summon, Fat Chocobo	きまぐれ召喚・でぶチョコボ	5	4	99	9	
2085	Kitty's Festa Joker	キティズフェスタ★ジョーカー	6	5	99	2	
2086	Hello Kitty & Tyrannos	キティ＆ティラノス	6	1	99	5	
2087	Kerokerokeroppi & Plesios	けろっぴ＆プレシオス	6	2	99	5	
2088	My Melody & Brachys	メロディ＆ブラキオス	6	3	99	5	
2089	TAMADRApurin A La Mode	たまドラプリン☆アラモード	7	4	99	9	
2090	Princess Valkitty Heart	プリンセス・ヴァルキティハート	7	4	99	9	
2091	Mighty Dragon Emperor, Lifive	剛龍帝・リファイブ	6	1	99	3	
2092	Storm Mighty Dragon Emperor, Lifive	爆天の剛龍帝・リファイブ	7	1	99	5	
2093	Phoenix Rider	フェニックスライダー	5	1	50	0	
2094	Phoenix Rider, Valen	フェニックスライダー・ヴァレン	6	1	99	6	
2095	Kraken Rider	クラーケンライダー	5	2	50	0	
2096	Kraken Rider, Nell	クラーケンライダー・ネル	6	2	99	6	
2097	Griffin Rider	グリフォンライダー	5	3	50	0	
2098	Griffin Rider, Gilliam	グリフォンライダー・ギリアム	6	3	99	6	
2099	Unicorn Rider	ユニコーンライダー	5	4	50	0	
2100	Unicorn Rider, Liene	ユニコーンライダー・リーネ	6	4	99	6	
2101	Cerberus Rider	ケルベロスライダー	5	5	50	0	
2102	Cerberus Rider, Jize	ケルベロスライダー・ジゼ	6	5	99	6	
2103	Zhou Yu	周瑜	5	2	70	0	
2104	Graceful General, Zhou Yu	秀麗の智将軍・周瑜	6	2	99	3	
2105	Toyama Taste, Himi Udon	富山の色彩・氷見うどん	6	4	99	7	
2106	Archer, Zell	弓使い・ゼル	3	3	50	0	
2107	Hunter, Zell	ハンター・ゼル	4	3	99	2	
2108	Esper, No.41	エスパー・41号	3	4	50	0	
2109	Superhuman, No.41	超人・41号	4	4	99	2	
2110	Vampire	ドラキュラ・イベリ公	3	5	50	0	
2111	Nightstar Vampire	ナイトスター・イベリ公	4	5	99	2	
2112	Kyubi	キュウビ	4	1	50	0	
2113	White Flame Fox, Kyubi	白炎狐・キュウビ	5	1	99	2	
2114	Ancient Wooden Beast	古の木獣	4	3	50	0	
2115	Wooden Cow, Gavlen	木牛ガヴナン	5	3	99	2	
2116	Pianis	ピアニース	6	2	50	0	
2117	Enticing Water Princess, Pianis	誘水姫・ピアニース	7	2	99	4	
2118	Scythe-Wielder, Yukari	鎌士ユカリ	4	5	50	0	
2119	Scythe-Wielder of Darkness, Yukari	闇鎌士ユカリ	5	5	99	2	
2120	Arthur	アーサー	6	4	50	0	
2121	Holy King Arthur	聖王アーサー	7	4	99	4	
2127	Light Mech General, Sherospada	光の機神将・シェロスパーダ	6	4	99	7	
2128	Dark Mech General, Hysferzen	闇の機神将・ハイスフェルゼン	6	5	99	7	
2129	Relentless Destroyer, Grand Tengu	無間の破戒神・大天狗	7	3	99	6	
2130	Unwavering Demon Dragon, Nobunaga	義憤の天魔龍・ノブナガ	7	5	99	7	
2133	Batman+Disruptor	バットマン＋ディスラプター	7	5	99	6	
2134	Batman+Batmobile	バットマン＋バットモービル	7	5	99	6	
2135	Harley Quinn	ハーレークイン	4	1	50	0	
2136	Final Nightmare Harley Quinn	最後の悪夢・ハーレークイン	5	1	99	9	
2137	Scarecrow	スケアクロウ	5	5	50	0	
2138	Scarecrow+Fear Gas	スケアクロウ＋フィアーガス	6	5	99	2	
2139	Arkham Knight	アーカムナイト	5	5	50	0	
2140	Private Military Arkham Knight	私設軍隊・アーカムナイト	6	5	99	2	
2141	Scarlet Dragon Caller, Tsubaki	緋龍喚士・ツバキ	5	1	50	0	
2142	Dusk Scarlet Dragon Caller, Tsubaki	黄昏の緋龍喚士・ツバキ	6	1	99	7	
2143	Indigo Dragon Caller, Sumire	藍龍喚士・スミレ	5	2	50	0	
2144	Dawn Calm Indigo Dragon Caller, Sumire	朝凪の藍龍喚士・スミレ	6	2	99	7	
2145	Jasper Dragon Caller, Kaede	碧龍喚士・カエデ	6	3	50	0	
2146	Fall Wind Jasper Dragon Caller, Kaede	金風の碧龍喚士・カエデ	7	3	99	6	
2147	Sun Dragon Caller, Kanna	日龍喚士・カンナ	6	4	50	0	
2148	Dawn Sky Sun Dragon Caller, Kanna	早天の日龍喚士・カンナ	7	4	99	6	
2149	Moon Dragon Caller, Satsuki	月龍喚士・サツキ	5	5	50	0	
2150	Ominous Moon Dragon Caller, Satsuki	禍時の月龍喚士・サツキ	6	5	99	5	
2179	God of the Destroying Lance, Odin	滅槍の幻術神・オーディン	8	1	99	9	
2180	Pacifying Yomi Goddess, Izanami	平定の黄泉神・イザナミ	8	5	99	5	
2181	Sha Wujing	沙悟浄	6	2	50	0	
2182	Liusha River Mystic, Sha Wujing	流砂の妖仙・沙悟浄	7	2	99	3	
2183	Zhu Bajie	猪八戒	6	1	50	0	
2184	Gluttonous Mystic, Zhu Bajie	大食の妖仙・猪八戒	7	1	99	3	
2185	Blazing CyberDragon, Thuban	暴炎機導龍・トゥバン	5	1	99	8	
2186	Abyssal CyberDragon, Sadalmelik	深海機導龍・サダルメリク	5	2	99	8	
2187	Gale CyberDragon, Alnair	烈風機導龍・アルナイル	5	3	99	8	
2188	Thundering CyberDragon, Shedar	天雷機導龍・シェザル	5	4	99	8	
2189	Destroying CyberDragon, Diadem	刻滅機導龍・ディアデム	5	5	99	8	
2190	Flame-Winged CyberBeast, Markab	灼翼機導獣・マルカブ	5	1	99	8	
2191	Frost-Fanged CyberBeast, Alfecca	氷牙機導獣・アルフェッカ	5	2	99	8	
2192	Swoop-Winged CyberBeast, Phact	風翼機導獣・ファクト	5	3	99	8	
2193	Flashing-Clawed CyberBeast, Leonis	閃爪機導獣・レオニス	5	4	99	8	
2194	Evil Eye CyberBeast, Kakkab	冥眼機導獣・カッカブ	5	5	99	8	
2195	Flame Gear	フレイムギア	3	1	30	0	
2196	Aqua Gear	アクアギア	3	2	30	0	
2197	Wind Gear	ウィンドギア	3	3	30	0	
2198	Thunder Gear	サンダーギア	3	4	30	0	
2199	Dark Gear	ダークギア	3	5	30	0	
2205	Hell Demon, Scarlet	灼冥魔・スカーレット	6	1	99	4	
2206	Broad-Minded Hell Demon, Scarlet	闊達の灼冥魔・スカーレット	7	1	99	8	
2207	Latent TAMADRA (Imp. HP)	潜在たまドラ☆HP強化	6	4	1	0	
2208	Latent TAMADRA (Imp. ATK)	潜在たまドラ☆攻撃強化	6	4	1	0	
2209	Latent TAMADRA (Imp. RCV)	潜在たまドラ☆回復強化	6	4	1	0	
2210	Latent TAMADRA (Auto-Heal)	潜在たまドラ☆自動回復	6	4	1	0	
2211	Latent TAMADRA (Ext. Move Time)	潜在たまドラ☆操作時間延長	6	4	1	0	
2212	Latent TAMADRA (Fire Dmg. Red.)	潜在たまドラ☆火ダメージ軽減	7	4	1	0	
2213	Latent TAMADRA (Water Dmg. Red.)	潜在たまドラ☆水ダメージ軽減	7	4	1	0	
2214	Latent TAMADRA (Wood Dmg. Red.)	潜在たまドラ☆木ダメージ軽減	7	4	1	0	
2215	Latent TAMADRA (Light Dmg. Red.)	潜在たまドラ☆光ダメージ軽減	7	4	1	0	
2216	Latent TAMADRA (Dark Dmg. Red.)	潜在たまドラ☆闇ダメージ軽減	7	4	1	0	
2233	Deus ex Machina	デウス＝エクス＝マキナ	6	4	50	0	
2234	Awoken Deus ex Machina	覚醒デウス＝エクス＝マキナ	7	4	99	3	
2235	Avenging War Deity, Ares	復仇の戦軍神・アレス	7	1	99	7	
2236	Psychopomp Commerce Deity, Hermes	還魂の商業神・ヘルメス	7	2	99	7	
2237	Moon Flower Huntress, Artemis	月華の狩猟神・アルテミス	7	3	99	7	
2238	Brilliant Sun Deity, Apollo	渾天の光明神・アポロン	7	4	99	7	
2239	Cradle of Hell Goddess, Persephone	揺籃の冥府神・ペルセポネ	7	5	99	7	
2240	Demon Flamedragon Kagato	鬼炎龍火牙刀	6	1	99	2	
2241	Sleeping Princess, Alma	眠り姫アルマ	5	1	50	0	
2242	Sacred Princess, Alma	聖姫アルマ	6	1	99	2	
2243	Alma & Kapibara-san	アルマとカピバラさん	7	1	99	2	
2244	Harmony Goddess, Balancile Another	調和神バランシール アナザー	5	4	50	0	
2245	Omnipotent Harmony Goddess, Balancile Another	万能の調和神バランシール アナザー	6	4	99	4	
2246	Lightweight Armor Queen, Polaris	鎧羅王ポラリス	4	2	99	3	
2247	Awoken Lightweight Armor Queen, Polaris	完全覚醒・鎧羅王ポラリス	5	2	99	3	
2248	Polaris & Kapibara-san	ポラリスとカピバラさん	5	2	99	3	
2249	Pure-Blooded Demon Queen, Asmodeus Another	純血の魔王アスモ・デウス アナザー	7	5	99	4	
2250	PreDRA	ぷれドラ	3	4	1	0	
2252	Shiva Dragon	シヴァ＝ドラゴン	8	1	99	4	
2253	Destroyer God, Shiva Dragon	破壊神・シヴァ＝ドラゴン	9	1	99	8	
2254	Neptune Dragon	ネプチューン＝ドラゴン	8	2	99	4	
2255	Sea Deity, Neptune Dragon	海王神・ネプチューン＝ドラゴン	9	2	99	8	
2256	Odin Dragon	オーディン＝ドラゴン	8	3	99	5	
2257	Light Lance God, Odin Dragon	光槍神・オーディン＝ドラゴン	9	3	99	9	
2258	Ra Dragon	ラー＝ドラゴン	8	4	99	4	
2259	Sun God, Ra Dragon	太陽神・ラー＝ドラゴン	9	4	99	8	
2260	Yomi Dragon	ヨミ＝ドラゴン	8	5	99	4	
2261	God of the Night, Tsukuyomi Dragon	夜刻神・ツクヨミ＝ドラゴン	9	5	99	9	
2262	Frozen Hell Demon, Indigo	凍冥魔・インディゴ	5	2	50	0	
2263	Cruel Frozen Hell Demon, Indigo	刻薄の凍冥魔・インディゴ	6	2	99	3	
2264	Sanada Yukimura	真田幸村	5	1	50	0	
2265	Fierce Warrior, Sanada Yukimura	苛烈の勇猛神・真田幸村	6	1	99	4	
2266	Mori Motonari	毛利元就	5	2	50	0	
2267	Peerless Strategist, Mori Motonari	稀代の智謀神・毛利元就	6	2	99	4	
2268	Ishida Mitsunari	石田三成	5	3	50	0	
2269	Diligent Spy, Ishida Mitsunari	克明の諜報神・石田三成	6	3	99	4	
2270	Maeda Keiji	前田慶次	5	4	50	0	
2271	Dashing Dandy, Maeda Keiji	絢爛の傾奇神・前田慶次	6	4	99	4	
2272	Akechi Mitsuhide	明智光秀	5	5	50	0	
2273	Deliberate Rebel, Akechi Mitsuhide	深慮の謀略神・明智光秀	6	5	99	4	
2274	Balancile Another Card	バランシール アナザー カード	4	4	1	0	
2275	Polaris Card	ポラリス カード	4	2	1	0	
2276	Frost Dragon Emperor, Ilsix	霜龍帝・イルシックス	6	2	99	3	
2277	Barbed Frost Dragon Emperor, Ilsix	紫棘の霜龍帝・イルシックス	7	2	99	5	
2278	Art Goddess of Entertainment, Ame no Uzume	笑覧の芸女神・アメノウズメ	7	1	99	7	
2279	Vigorous Hunt Gods, Umisachi & Yamasachi	賦活の漁猟神・ウミサチヤマサチ	8	2	99	9	
2280	Miko Goddess of Protection, Kushinadahime	庇護の巫女神・クシナダヒメ	8	3	99	9	
2281	Creator God of Twin Skies, Izanagi	双天の皇祖神・イザナギ	7	4	99	8	
2282	Placating Founder, Okuninushi	鎮撫の国造神・オオクニヌシ	7	5	99	7	
2283	Paradise Celeb, Hera-Is	楽園のセレブ・ヘラ・イース	6	2	99	3	
2284	Shaved Ice Specialist, Frost Demon	夏氷の名人・フロストデーモン	4	2	99	2	
2285	Beach Café Waitress, High Water Ninja	浜茶屋の娘・水の上忍	4	2	99	2	
2286	Incognito Queen, Awilda	お忍びの王女・アルビダ	4	2	99	9	
2287	Paradise Jade Dragon Caller, Sonia	楽園の緑龍喚士・ソニア	7	3	99	8	
2288	Resting Norn, Urd	休息の時女神・ウルド	6	2	99	8	
2289	Paradise Norn, Urd	楽園の時女神・ウルド	6	2	99	8	
2290	Snow-White Beauty, Valkyrie Claire	雪白の美姫・ヴァルキリークレール	8	5	99	7	
2291	Summery Tourist, Chester	夏色の旅行者・チェスター	6	2	99	6	
2292	Bleak Night Daughter, Pandora	冥夜の令嬢・パンドラ	7	5	99	9	
2293	Red Puppeteer, Pure	赤の人形使い・ピュール	7	1	50	0	
2294	Red Puppet Master of Destruction, Pure Machina	破壊の赤機操士・ピュール＝マキナ	8	1	99	7	
2295	Blue Puppeteer, Charité	青の人形使い・シャリテ	7	2	50	0	
2296	Blue Puppet Master of Rebirth, Charité Machina	再生の青機操士・シャリテ＝マキナ	8	2	99	7	
2297	Green Puppeteer, Courage	緑の人形使い・クラジュ	7	3	50	0	
2298	Green Puppet Master of Creation, Courage Machina	創造の緑機操士・クラジュ＝マキナ	8	3	99	7	
2299	Fire PreDRA	ホノぷれドラ	2	1	1	0	
2300	Water PreDRA	ミズぷれドラ	2	2	1	0	
2301	Wood PreDRA	モクぷれドラ	2	3	1	0	
2302	Light PreDRA	ヒカぷれドラ	2	4	1	0	
2303	Dark PreDRA	ヤミぷれドラ	2	5	1	0	
2304	Red Cap	レッドキャップ	2	1	25	0	
