MonsterID	MaxLevel	MaxHP	MaxATK	MaxRCV	GrowthRateHP	GrowthRateATK	GrowthRateRcv	CurSell	CurFodder	MinHP	MinATK	MinRCV
2314	99	3444	1728	122	1	1	1	8550	8250	1561	1088	61	
2905	99	3813	2293	0	1	1	1	8250	7950	1045	1163	0	
3193	99	3618	2501	0	1	1	1	12300	12000	1225	1267	0	
1672	99	3155	1417	452	1	1	1	7200	6900	1262	787	251	
203	99	1224	819	717	1	0.7	0.7	3000	2700	644	431	448	
3276	99	3875	1468	334	1	1	1	10200	9900	1845	699	159	
974	99	3128	1541	188	1	1	1	7200	6900	1451	734	72	
3209	99	1882	1275	193	1	1	1	4800	4500	896	607	92	
2498	99	2545	1892	606	1	1	1	9000	8700	978	641	404	
10	15	555	208	75	1	1	1	1000	700	134	53	20	
1080	99	2218	922	372	1	1	1	6300	6000	887	568	240	
1885	99	4002	1852	271	0.7	0.7	0.7	3300	3000	556	529	82	
2608	99	2945	1258	620	1	1	1	6600	6300	1098	503	212	
586	50	229	170	318	1	1	1	1350	1900	74	81	212	
2817	99	2851	863	522	1	1	1	3300	3000	1315	302	337	
1706	50	1253	932	199	1	1	1	2850	2550	522	548	117	
479	99	962	1382	273	1	1	1	2700	2400	457	988	147	
671	50	518	621	342	1	1	1	2400	2100	115	138	163	
291	15	441	170	96	1	1	1	1500	1750	210	85	48	
610	70	1342	708	428	1	1	1	2400	2100	497	283	285	
2044	99	2738	1328	616	1	1	1	4650	4350	975	697	309	
1702	1	1000	1000	1000	1	1	1	100000000	40000000	1000	1000	1000	
2620	99	2795	1675	260	1	1	1	4350	4050	1118	670	104	
2796	1	100	500	60	1	1	1	1200	40000	100	500	60	
194	50	533	1085	169	1	1	1	1950	1650	204	341	120	
1065	50	1536	772	264	1	1	1	3300	3000	640	454	155	
389	99	3069	1459	478	1.5	1.5	1.5	5850	5550	1260	810	173	
1202	50	1148	747	182	1	1	1	4800	4500	255	166	96	
1467	99	1328	607	597	1	1	1	2550	2250	492	289	170	
2689	99	3310	1570	313	1	1	1	5100	4800	1192	628	97	
213	99	3010	1280	218	1	1	1	3300	3000	1204	914	109	
3359	99	4557	1564	394	1	1	1	5700	5400	1766	719	187	
1973	99	2288	1543	551	1	1	1	4200	3900	835	857	306	
1995	1	108	108	108	1	1	1	1050	40000	108	108	108	
3580	99	4305	1903	266	1.5	1.5	1.5	10350	10050	1602	661	29	
698	99	2098	1823	218	1	1	1	3300	3000	799	669	104	
2422	99	2823	1685	243	1	1	1	4950	4650	1129	674	97	
2276	99	3810	1370	0	1	1	1	8700	8400	635	415	0	
2708	1	100	100	100	1	1	1	1050	40000	100	100	100	
603	1	383	267	192	0.7	0.7	0.7	1500	120000	383	267	192	
338	99	3010	1404	198	1.5	1.5	1.5	4200	3900	812	457	74	
516	99	2796	1218	463	1	1.5	1.5	5550	5250	1616	988	281	
587	15	121	340	19	1	1	1	750	1650	39	136	9	
913	50	2467	667	135	1	1	1	7200	6900	1028	303	54	
772	99	1612	1916	244	1.5	1.5	1.5	10350	10050	316	443	122	
1090	99	2825	1680	186	1	1	1	6450	6150	1130	950	93	
1697	25	518	482	221	0.7	0.7	0.7	1500	1200	115	107	105	
3413	50	1709	838	58	1	1	1	7200	6900	712	349	24	
3070	99	3565	1930	306	1	1	1	8250	7950	1066	850	170	
2404	99	1008	624	402	1	1	1	2550	2250	168	189	134	
883	99	2926	1247	218	1	1	1	9600	9300	1239	873	145	
178	1	500	40	15	1	1	1	100	400000	500	40	15	
2520	99	3638	1217	0	0.7	0.7	0.7	3900	3600	1215	787	0	
2245	99	2855	1503	428	1	1	1	4950	4650	1142	601	238	
1716	50	1579	655	0	1	1	1	3150	2850	658	385	0	
1091	99	3855	1264	202	1	1	1	6450	6150	1222	903	101	
2312	25	418	602	0	1	1	1	1650	1350	174	251	0	
2667	50	1102	540	247	1.5	1.5	1.5	2850	2550	459	225	103	
1689	25	446	626	141	0.7	0.7	0.7	1500	1200	99	139	67	
1667	50	1226	806	332	1	1	1	3300	3000	511	474	195	
1680	99	3345	1357	146	1	1	1	4050	3750	1298	754	81	
708	70	1783	850	218	1	1	1	3150	2850	713	340	104	
822	99	2334	1273	389	1	1	1	4800	4500	1064	782	259	
28	25	600	291	100	1	1	1	1500	1200	240	125	45	
3264	99	5400	1800	750	1.5	1.5	1.5	24300	24000	1401	481	334	
2278	99	3145	1325	501	1	1	1	6600	6300	1058	625	334	
271	70	759	1315	89	0.7	0.7	0.7	3100	2200	330	626	59	
34	25	563	313	92	1	1	1	1500	1200	222	142	41	
3046	50	1541	746	14	1	1	1	2400	2100	642	311	6	
695	50	653	761	212	1	1	1	2400	2100	145	169	101	
1305	99	2850	1876	86	1	1	1	5250	4950	557	472	57	
626	50	1310	724	403	1	1	1	4800	4500	546	362	192	
1513	99	2144	1331	607	0.7	0.7	0.7	5100	4800	589	227	289	
205	99	1277	1088	638	1	0.7	0.7	3000	2700	672	473	399	
918	99	4087	1722	-100	1.5	1.5	1.5	10500	10200	1580	805	195	
2116	50	1116	779	151	1	1	1	3450	3150	248	173	72	
1987	70	1998	1175	124	1	1	1	2400	2100	799	470	59	
1274	99	5088	1007	108	1	1	1	5250	4950	2120	698	4	
1619	99	2045	1409	518	1	1	1	3750	3450	818	783	288	
2812	99	2538	1655	673	1	1	1	6600	6300	1215	731	402	
1863	99	2315	1707	532	1	1	1	4500	4200	926	865	286	
925	70	1153	1348	90	1	1	1	2400	2100	461	539	43	
1700	99	3605	1713	48	1	1	1	4050	3750	1282	685	23	
1127	99	2750	1108	518	1	1	1	4800	4500	1100	560	288	
546	50	115	1191	185	0.7	0.7	0.7	1800	2000	50	567	123	
518	15	777	500	100	1	1	1	1650	1350	300	200	10	
3047	99	3083	1678	33	1	1	1	4050	3750	1233	671	13	
2615	50	1757	670	0	1	1	1	2400	2100	732	279	0	
2260	99	3498	1608	230	1.5	1.5	1.5	13500	13200	1521	699	121	
3002	99	2638	1048	97	0.7	0.7	0.7	4200	3900	1256	499	46	
1361	99	2916	1321	482	1	1	1	5700	5400	1154	605	123	
730	50	1539	689	0	1	1	1	7050	6750	342	153	0	
835	99	3170	1133	76	1	1	1	4050	3750	1428	453	36	
3108	99	3020	1724	308	1	1	1	6600	6300	1208	791	171	
3531	99	3040	2006	327	1	1	1	7350	7050	1096	904	218	
1460	50	2851	563	0	1	1	1	4200	3900	1188	331	0	
1094	99	3040	1616	172	1	1	1	6450	6150	1176	940	86	
3449	99	5650	1667	309	1.5	1.5	1.5	9000	8700	2275	714	110	
3269	99	3475	1536	1035	1.5	1.5	1.5	7500	7200	1538	718	323	
2297	50	1464	842	221	1	1	1	5100	4800	610	495	130	
264	25	408	708	69	0.7	0.7	0.7	2300	1600	157	283	33	
601	1	383	267	192	0.7	0.7	0.7	1500	120000	383	267	192	
21	15	240	150	45	1	1	1	700	400	32	40	9	
363	99	4149	1203	518	1	1	1	8700	8400	1886	887	259	
2922	99	3614	1350	330	1	1	1	5100	4800	1514	350	125	
1343	99	3755	1812	206	1	1	1	18000	17700	1482	1181	104	
749	50	1687	1010	197	1	1	1	4050	3750	703	505	94	
706	99	2470	1915	198	1	1	1	5700	5400	868	766	104	
1685	50	1298	770	252	1	1	1	2400	2100	541	453	148	
2043	50	1219	774	343	1	1	1	3000	2700	508	455	202	
721	70	2520	870	4	1	1	1	2400	2100	1008	348	2	
1772	70	3095	997	4	1	1	1	2700	2400	1238	554	2	
1617	99	2065	1417	511	1	1	1	3750	3450	826	787	284	
1999	1	108	108	108	1	1	1	1050	40000	108	108	108	
1996	1	108	108	108	1	1	1	1050	40000	108	108	108	
3061	99	2733	2080	178	1	1	1	6600	6300	1033	832	31	
2545	99	1659	567	263	1	1	1	1950	1650	790	270	125	
2128	99	5045	1119	10	1	1	1	6450	6150	1618	861	5	
1944	50	1097	870	384	0.7	0.7	0.7	5700	5400	457	512	226	
1816	99	2020	1645	353	1	1	1	4800	4500	1000	747	196	
2018	99	2944	1578	122	1	1	1	8700	8400	1561	1088	61	
1526	99	805	1417	263	0.7	0.7	0.7	2700	2400	105	1181	175	
2598	1	108	108	108	1	1	1	1050	40000	108	108	108	
1854	25	1152	540	0	1	1	1	1800	1500	256	120	0	
1998	1	108	108	108	1	1	1	1050	40000	108	108	108	
2600	1	108	108	108	1	1	1	1050	40000	108	108	108	
181	1	500	40	15	1	1	1	3000000	400000	500	40	15	
1249	50	1658	818	308	1	1	1	7200	6900	691	481	181	
217	99	1581	1857	226	1.5	1.5	1.5	7200	6900	310	453	113	
3425	99	4130	1840	281	0.7	0.7	0.7	7200	6900	1372	656	48	
1639	70	2125	558	405	1	1	1	2700	2400	850	223	193	
277	50	2765	342	0	1	1	1	2250	1950	506	170	0	
1308	25	549	419	208	1	1	1	1500	1200	122	93	99	
299	99	2176	783	360	1	1.5	1.5	3300	3000	588	313	180	
308	1	360	276	198	0.7	0.7	0.7	1500	120000	360	276	198	
729	99	3168	1328	44	1	1	1	4050	3750	1267	531	21	
1679	50	1622	838	90	1	1	1	2400	2100	676	493	53	
2810	99	2710	2005	683	1	1	1	10500	10200	1225	1267	0	
2944	50	1012	795	135	1	1	1	5550	5250	395	219	8	
2748	99	2274	1998	564	1	1	1	6600	6300	739	932	91	
1509	50	1008	765	267	1	1	1	7200	6900	224	170	127	
556	99	2638	1340	353	1	1	1	3750	3450	1055	536	186	
2728	50	770	770	70	1	1	1	2700	2400	321	321	29	
2775	99	3035	2153	50	1	1	1	4500	4200	1054	841	20	
86	25	663	363	29	1	1	1	1200	900	106	116	7	
2518	99	1530	1110	730	1	1	1	3900	3600	654	415	456	
2951	99	4005	1703	146	1.5	1.5	1.5	8850	8550	1602	661	29	
3092	99	3279	1123	169	1	1	1	4500	4200	964	437	72	
1545	25	999	266	126	1	1	1	1950	1650	222	59	60	
2989	99	3484	2008	155	1	1	1	15000	14700	1659	956	74	
151	1	1131	316	83	1	1	1	20000	1500	1131	316	83	
2323	99	4370	1386	298	1.5	1.5	1.5	5850	5550	1200	760	128	
1120	50	1678	814	0	1	1	1	3150	2850	699	479	0	
3071	99	2725	1768	670	1	1	1	8250	7950	810	732	339	
3482	99	5023	2015	285	1.5	1.5	1.5	9000	8700	2113	856	69	
1188	50	2138	1401	152	1	1	1	7200	6900	1241	1001	76	
3151	99	3475	1464	336	1	1	1	4950	4650	1350	909	177	
1347	99	2813	1800	374	1.5	1.5	1.5	6600	6300	1125	900	189	
1250	99	3315	1325	399	1	1	1	10350	10050	1326	736	277	
259	1	250	30	10	1	1	1	150000	100000	250	30	10	
574	99	2758	1453	466	1	1	1	4950	4650	1112	902	231	
423	15	270	108	153	0.7	0.7	0.7	1800	1500	90	43	73	
3503	99	4305	1682	700	1	1	1	8250	7950	2153	816	305	
2500	99	2420	1969	611	1	1	1	9000	8700	968	646	407	
781	99	3705	1772	156	1	1	1	16350	16050	1482	1181	104	
3282	99	2615	1163	775	1	1	1	8550	8250	1245	554	369	
2497	99	3468	1582	187	1	1	1	7350	7050	1267	851	104	
288	15	431	166	100	1	1	1	1500	1750	205	83	50	
370	50	1207	912	384	1.5	1.5	1.5	4050	3750	503	456	183	
899	70	1710	953	25	1	1	1	2700	2400	684	381	12	
2587	25	864	663	14	1	1	1	1650	1350	360	390	8	
600	10	255	178	128	0.7	0.7	0.7	1200	4000	85	89	64	
1520	1	600	300	100	1	1	1	900	40000	600	300	100	
1148	50	1152	369	179	1	1	1	2400	2100	256	82	85	
596	50	2161	1183	238	1	1	1	7200	6900	1029	910	119	
1472	99	3370	1408	258	1	1	1	8700	8400	1348	782	103	
572	99	1940	1515	171	1	1	1	4950	4650	725	943	95	
964	99	2359	1430	115	1	1	1	2550	2250	858	520	50	
809	50	2014	692	250	1	1	1	7050	6750	839	407	147	
343	70	1604	805	251	1	1	1	2700	2400	594	322	167	
3388	99	4150	1111	1088	1.5	1.5	1.5	8250	7950	1911	506	341	
2026	70	1886	922	302	1	1	1	2700	2400	786	542	178	
272	15	25	325	25	0.7	0.7	0.7	1350	1050	32	105	15	
2120	50	1355	603	200	0.7	0.7	0.7	3450	3150	301	134	95	
2514	99	2625	1705	353	1	1	1	6600	6300	1250	747	196	
837	70	928	1458	101	1	1	1	2700	2400	371	583	48	
2179	99	4189	2143	154	1	1	1	10500	10200	1845	1362	52	
269	70	718	1329	101	0.7	0.7	0.7	3100	2200	312	633	67	
494	50	1505	820	433	1	1	1	4050	3750	627	410	206	
1502	70	1094	581	149	1	1	1	2250	1950	243	129	71	
1752	99	3638	1217	0	0.7	0.7	0.7	5700	5400	1215	787	0	
1663	50	1495	937	153	1	1	1	3300	3000	623	551	90	
540	99	4513	1449	205	1	1	1	8700	8400	1805	690	62	
440	99	3689	1166	467	1	1	1	4200	3900	1190	972	389	
3533	99	3093	1926	360	1	1	1	7350	7050	1077	884	240	
828	70	2170	1033	11	1	1	1	2550	2250	868	373	5	
758	99	2695	963	440	1	1	1	5700	5400	593	345	155	
167	1	20	100	1	1	1	1	5000	400	20	100	1	
2537	99	3255	1874	150	1	1	1	6600	6300	1202	749	380	
3379	99	5002	1701	600	1	1	1	10500	10200	2006	1201	283	
2398	99	3815	1555	0	1.5	1.5	1.5	7200	6900	1526	622	0	
377	99	2668	1262	477	1.5	1.5	1.5	5700	5400	987	841	318	
709	25	635	495	113	1	1	1	2250	1950	141	110	54	
807	50	2522	629	2	1	1	1	4050	3750	1051	370	1	
98	25	650	388	125	1	1	1	1200	900	52	62	15	
1968	99	3100	1518	256	0.7	0.7	0.7	3450	3150	960	621	122	
3022	50	1349	828	10	1.5	1.5	1.5	2400	2100	562	345	4	
3243	99	4043	1956	613	1.5	1.5	1.5	8250	7950	1622	828	237	
222	70	2242	1207	99	1.5	1.5	1.5	3300	3000	1462	635	41	
32	70	1447	1027	117	1	1	1	2550	2250	445	255	97	
348	25	685	317	242	1	1	1	1650	1350	214	99	115	
2384	99	3450	1689	126	1	1	1	6600	6300	1300	883	70	
1983	99	2315	1925	130	1.5	1.5	1.5	4050	3750	806	770	62	
2617	50	1114	595	223	1	1	1	2400	2100	464	248	93	
241	99	2743	1356	443	1.5	1.5	1.5	4950	4650	1306	904	295	
3279	99	3217	2106	134	1	1	1	10200	9900	1532	1003	64	
3214	30	508	250	21	1	1	1	1500	1200	242	119	10	
1135	99	2091	1971	222	1	1	1	8700	8400	312	432	111	
1765	99	2421	1026	323	1	1	1	2850	2550	538	293	98	
2735	99	3035	1378	320	1	1	1	5850	5550	632	255	59	
2782	99	2408	1605	573	1	1	1	4500	4200	843	642	205	
1319	99	2279	915	108	1	1	1	2400	2100	422	311	83	
620	50	1222	712	449	1	1	1	4800	4500	509	356	214	
2544	1	50	50	50	0.7	0.7	0.7	1950	40000	50	50	50	
3297	99	4055	1645	4	1	1	1	3000	2700	2169	926	16	
3303	99	1930	1610	405	1	1	1	4050	3750	772	644	162	
15	35	928	486	117	1	1	1	1800	1500	368	199	50	
928	25	549	518	116	1	1	1	1500	1200	122	115	55	
1771	25	1548	615	2	1	1	1	1650	1350	645	362	1	
3019	99	4212	1501	354	0.7	0.7	0.7	5550	5250	1211	721	33	
1616	50	1032	874	315	1	1	1	2850	2550	430	514	185	
704	99	1890	1853	263	1	1	1	3300	3000	756	661	125	
340	99	2510	1554	258	1.5	1.5	1.5	4200	3900	812	457	74	
2778	50	1253	722	221	1	1	1	3000	2700	522	301	92	
313	50	2000	875	8	1	1	1	2550	2250	498	277	5	
2442	50	1709	845	91	1	1	1	7200	6900	712	352	38	
2256	99	3222	980	695	1.5	1.5	1.5	13500	13200	1401	481	334	
3062	99	2583	2330	78	1	1	1	6600	6300	1033	832	31	
1682	99	2875	1228	362	1.5	1.5	1.5	4050	3750	1110	682	201	
2134	99	3198	1545	363	1	1	1	6600	6300	1199	518	149	
3457	99	3335	1480	363	1	1	1	8850	8550	695	265	59	
1234	99	2795	1183	530	1	1	1	4950	4650	1158	713	289	
3262	99	5118	2105	218	1.5	1.5	1.5	24300	24000	1607	682	104	
2061	1	100	500	60	1	1	1	50000	40000	100	500	60	
2661	99	3248	1474	659	1	1	1	8250	7950	1179	680	266	
796	70	935	903	195	1	1	1	2550	2250	374	361	93	
102	25	700	400	108	1	1	1	1200	900	56	64	13	
286	99	4058	1533	126	1	1	1	8700	8400	1503	730	36	
439	50	1488	1080	432	1	1	1	3300	3000	480	900	360	
3563	1	10	10	250	1	1	1	1050	40000	10	10	250	
3220	99	3060	1434	274	1	1	1	7200	6900	531	303	121	
3370	99	3928	2053	248	1	1	1	12000	11700	1211	801	99	
2923	99	2499	1406	201	1	1	1	3450	3150	998	596	111	
2992	50	2465	1021	425	1	1	1	5550	5250	641	269	35	
2786	99	2371	1922	238	1	1	1	2850	2550	988	801	99	
3366	1	100	100	100	1	1	1	1050	40000	100	100	100	
687	50	1053	630	194	0.7	0.7	0.7	1800	1500	390	274	54	
3639	99	5230	1024	69	1.5	1.5	1.5	16350	16050	1052	201	13	
1868	50	1303	818	230	1	1	1	2400	2100	543	481	135	
184	1	744	419	205	1	1	1	500	40000	744	419	205	
3275	99	3295	1775	317	1	1	1	10200	9900	1569	845	151	
1215	99	2733	1570	0	1.5	1.5	1.5	18000	17700	924	1169	0	
1630	50	2011	874	0	1	1	1	7050	6750	838	514	0	
3102	99	3668	1876	203	1	1	1	6600	6300	987	1042	113	
157	1	10	5	80	1	1	1	1000	300	10	5	80	
2392	99	4225	1712	137	1.5	1.5	1.5	7350	7050	1010	868	291	
430	1	400	300	300	1	1	1	5000000	700000	400	300	300	
2308	25	338	226	235	1	1	1	1650	1350	141	94	98	
1745	99	2865	1321	541	1	1	1	6600	6300	1006	706	356	
2602	99	4013	1788	13	1	1	1	5550	5250	1605	715	5	
360	35	543	580	254	1	1	1	2100	1800	209	276	121	
1161	99	2398	1093	574	1	1	1	4050	3750	839	437	259	
1849	99	3047	2013	201	1.5	1.5	1.5	16200	15900	677	575	61	
910	99	1970	1043	191	1	1	1	2550	2250	700	377	90	
353	99	1028	1270	416	1	1	1	3450	3150	447	529	244	
2023	70	1671	893	492	1	1	1	2700	2400	696	447	234	
694	99	2308	1289	656	1	1	1	6600	6300	1593	996	438	
1357	50	2066	755	15	1	1	1	3300	3000	861	444	9	
1961	99	1697	1750	99	0.7	0.7	0.7	2850	2550	377	500	30	
1991	70	1415	850	481	1	1	1	2400	2100	566	340	229	
3295	50	1524	715	98	1.5	1.5	1.5	2850	2550	635	298	41	
3011	99	3342	1522	506	1	1	1	8700	8400	1548	962	159	
3300	50	1500	780	0	1	1	1	2400	2100	625	325	0	
1707	99	2605	1410	172	1	1	1	3750	3450	1002	839	179	
2785	99	2666	1733	259	1	1	1	2850	2550	1111	722	108	
3020	50	1186	722	50	1	1	1	2400	2100	494	301	21	
3332	99	3851	1537	165	1	1	1	9000	8700	1834	732	31	
147	1	1031	331	83	1	1	1	20000	1500	1031	331	83	
26	70	1528	1003	101	1	1	1	2550	2250	500	245	83	
357	99	987	1224	424	1	1	1	3450	3150	429	510	249	
432	1	400	800	800	1	1	1	2400	8000	400	800	800	
2673	50	1502	598	106	1.5	1.5	1.5	2850	2550	626	249	44	
1662	99	3360	1282	288	1	1	1	4950	4650	1064	712	159	
2984	99	3795	1566	375	1	1	1	6600	6300	1338	759	153	
1506	70	1080	545	179	1	1	1	2250	1950	240	121	85	
1621	99	2133	1418	504	1	1	1	3750	3450	793	788	280	
3498	99	5201	1233	701	1	1	1	8250	7950	1903	592	295	
2512	99	3397	2175	165	1	1	1	12000	11700	1832	693	66	
1139	70	1620	880	290	1	1	1	2550	2250	648	312	138	
1789	70	1789	1064	334	1	1	1	3150	2850	662	507	135	
1971	99	2593	1301	607	1	1	1	4200	3900	1037	667	337	
2311	70	1413	768	140	1	1	1	2550	2250	565	307	56	
914	99	3238	1720	275	1	1	1	10350	10050	1974	600	122	
746	99	3235	1377	302	1	1	1	4950	4650	1294	918	201	
2496	99	2805	1703	308	1	1	1	7350	7050	962	946	171	
3501	99	5418	1685	363	1	1	1	8250	7950	2273	663	151	
2279	99	3555	1251	651	1	1	1	8250	7950	1022	695	306	
3296	99	3248	1610	310	1.5	1.5	1.5	4500	4200	1219	644	88	
3345	99	2548	1628	18	1	1	1	4950	4650	635	394	11	
3097	99	2795	1767	213	1	1	1	8100	7800	623	382	43	
1242	99	4618	1337	182	1	1	1	8700	8400	1647	743	101	
2881	30	842	443	61	1	1	1	1950	1650	401	211	29	
989	99	2472	2036	295	1.5	1.5	1.5	5850	5550	1080	725	173	
2064	1	100	500	60	1	1	1	50000	40000	100	500	60	
1774	70	3073	1006	5	1	1	1	2700	2400	1229	559	3	
1629	99	3135	1519	0	1	1	1	7350	7050	1650	1085	0	
2062	1	100	500	60	1	1	1	50000	40000	100	500	60	
2914	99	3872	1406	205	1.5	1.5	1.5	6300	6000	1080	725	173	
2286	99	3083	1848	59	1	1	1	3150	2850	685	528	18	
3515	99	4275	1568	364	1	1	1	11850	11550	1938	734	167	
1931	5	148	49	16	1	1	1	600	300	47	22	7	
187	50	1975	894	217	1.5	1.5	1.5	20000	4600	358	243	62	
799	50	1322	694	371	1	1	1	4050	3750	551	408	218	
3387	99	5270	1686	408	1.5	1.5	1.5	8250	7950	2185	693	149	
3377	99	2389	1205	808	1	1	1	4800	4500	887	442	357	
2931	70	1011	523	45	1	1	1	2100	1800	429	231	26	
569	50	924	1036	101	1	1	1	4050	3750	420	518	56	
1165	99	2480	1335	570	1	1	1	4200	3900	972	494	257	
321	1	3126	1056	157	1	1	1	4950	40000	3126	1056	157	
2331	1	247	192	19	1	1	1	1050	40000	247	192	19	
1459	99	2709	1359	341	1	1	1	6600	6300	352	374	64	
436	1	800	600	600	1	1	1	2250	8000	800	600	600	
2033	50	1363	1086	102	1	1	1	2850	2550	568	639	60	
2685	99	3165	1648	13	1	1	1	4200	3900	1266	659	5	
1960	99	2700	1400	7	0.7	0.7	0.7	2850	2550	600	400	2	
3404	1	100	50	300	1	1	1	1050	40000	100	50	300	
617	1	1000	500	100	0.7	0.7	0.7	2000000	700000	1000	500	100	
2456	1	232	177	53	1	1	1	1050	40000	232	177	53	
206	70	990	583	450	1	0.7	0.7	2100	1800	220	110	150	
2127	99	5135	1086	10	1	1	1	6450	6150	1654	835	5	
329	99	2709	1505	291	1.5	1.5	1.5	4200	3900	861	416	105	
376	50	1234	934	353	1.5	1.5	1.5	4050	3750	514	467	168	
2558	50	1193	792	166	1	1	1	3300	3000	497	330	69	
2642	99	1934	1579	6	1	1	1	4050	3750	921	752	3	
1701	1	100	100	100	1	1	1	10000	60000	100	100	100	
2666	99	2108	1610	348	1.5	1.5	1.5	4500	4200	843	644	139	
2712	50	1514	890	110	1	1	1	7200	6900	631	371	46	
2047	50	1272	699	332	1	1	1	2400	2100	530	411	195	
491	99	3005	1124	570	1	1	1	4950	4650	1202	749	380	
757	99	2196	1190	454	1	1	1	5700	5400	580	336	162	
2100	99	1863	1526	464	0.7	0.7	0.7	3150	2850	745	809	258	
840	50	1301	428	225	1	1	1	3300	3000	289	95	107	
347	70	1561	750	291	1	1	1	2700	2400	578	300	194	
1936	99	3047	518	304	0.7	0.7	0.7	4050	3750	677	148	92	
1997	1	108	108	108	1	1	1	1050	40000	108	108	108	
3397	99	3155	1801	312	1	1	1	4050	3750	1735	783	194	
3076	99	2415	1957	652	1	1	1	6150	5850	926	865	286	
2039	50	850	1233	148	1	1	1	2400	2100	354	725	87	
3119	99	2645	1245	279	0.7	0.7	0.7	3900	3600	990	747	155	
3511	99	3445	1944	239	1	1	1	6600	6300	1258	691	227	
155	1	10	5	80	1	1	1	1000	300	10	5	80	
2762	99	4496	1714	599	1.5	1.5	1.5	16500	16200	1296	814	389	
496	50	1478	800	441	1	1	1	4050	3750	616	400	210	
1276	50	1606	767	94	1	1	1	4050	3750	669	451	55	
1298	99	2805	1382	640	1	1	1	6600	6300	1042	629	339	
2405	99	1128	911	195	1	1	1	2550	2250	188	276	65	
320	99	4045	1119	10	1	1	1	3750	3450	1618	861	5	
805	50	1673	843	170	1	1	1	4050	3750	697	496	100	
1592	99	1719	1334	257	0.7	0.7	0.7	2850	2550	382	381	78	
1322	99	2455	1305	395	1	1	1	10350	10050	922	482	174	
3378	99	3023	1785	263	1	1	1	6300	6000	1129	674	97	
3321	1	100	100	100	1	1	1	1500	120000	100	100	100	
1949	99	3813	1546	286	1	1	1	10350	10050	1525	859	159	
635	99	2500	1180	564	1	1	1	5700	5400	1000	720	376	
1224	50	2292	706	0	1	1	1	2850	2550	955	415	0	
623	99	2438	1119	603	1	1	1	5700	5400	975	646	402	
1064	70	595	1298	181	0.7	0.7	0.7	2400	2100	238	559	86	
2104	99	2435	1220	507	0.7	0.7	0.7	5700	5400	1894	1155	425	
3029	99	3185	1675	303	0.7	0.7	0.7	4500	4200	1154	670	97	
408	99	3018	1508	142	1.5	1.5	1.5	6600	6300	495	330	52	
2451	99	3898	1318	4	0.7	0.7	0.7	4050	3750	1559	732	2	
3398	99	3079	1924	261	1	1	1	4050	3750	1654	874	201	
1743	99	2625	1705	353	1	1	1	6600	6300	1250	747	196	
2560	50	1212	802	154	1	1	1	3300	3000	505	334	64	
1259	99	2600	1270	664	1	1	1	7350	7050	1000	720	376	
1416	50	658	995	301	1	1	1	2400	2100	274	585	177	
1627	99	2605	1410	172	1	1	1	3750	3450	1002	839	179	
3031	99	2088	1610	368	1	1	1	4050	3750	835	644	147	
3562	99	2995	1675	43	1	1	1	4050	3750	1198	670	17	
1474	1	50	50	50	1	1	1	1950	40000	50	50	50	
1082	99	2155	951	372	1	1	1	6300	6000	862	584	240	
356	35	536	567	277	1	1	1	2100	1800	206	270	132	
2149	50	2003	734	32	1.5	1.5	1.5	5550	5250	445	163	15	
1163	99	4503	1053	116	1	1	1	4200	3900	1721	401	55	
2997	99	5502	1745	302	1	1	1	10350	10050	3856	847	194	
2419	50	1510	660	134	1	1	1	3300	3000	629	275	56	
929	70	1098	1165	218	1	1	1	2400	2100	439	466	104	
747	50	1622	1038	210	1	1	1	4050	3750	676	519	100	
1881	99	2916	1719	221	0.7	0.7	0.7	3300	3000	648	491	67	
3281	99	3224	2069	44	1	1	1	8550	8250	1535	985	21	
2758	99	3655	2606	325	1.5	1.5	1.5	16500	16200	1228	1506	105	
3277	99	3280	1562	449	0.7	0.7	0.7	10200	9900	1562	744	214	
1984	50	1053	504	323	1	1	1	2400	2100	234	112	154	
1778	70	3068	999	9	1	1	1	2700	2400	1227	555	5	
643	99	3230	1881	333	1	1	1	10350	10050	1346	855	133	
1279	99	3020	1419	342	1	1	1	4950	4650	1208	733	190	
3244	99	4509	989	309	1	1	1	8700	8400	2002	499	109	
1133	99	2081	2057	226	1	1	1	8700	8400	310	453	113	
1469	99	1536	888	414	1	1	1	2700	2400	569	423	118	
1599	30	668	571	86	0.7	1	1	1350	1050	257	357	54	
2182	99	2115	1713	311	1	1	1	5850	5550	846	685	148	
771	99	3295	760	393	1	1	1	4050	3750	1318	304	187	
3289	99	1680	158	8	1	1	1	1350	1050	800	75	4	
551	15	57	628	143	0.7	0.7	0.7	1050	1700	22	251	68	
2002	1	108	108	108	1	1	1	1050	40000	108	108	108	
390	99	3102	1451	467	1.5	1.5	1.5	5850	5550	1280	805	165	
2211	1	100	100	100	1	1	1	1500	40000	100	100	100	
3012	99	3950	1485	328	1	1	1	8700	8400	1654	914	126	
2958	99	3350	1566	205	1	1	1	3900	3600	1340	870	90	
1141	70	2385	860	71	1	1	1	2550	2250	954	304	34	
1593	99	1715	1344	251	0.7	0.7	0.7	2850	2550	381	384	76	
2421	50	1411	749	108	1	1	1	3300	3000	588	312	45	
819	50	2099	1096	0	1	1	1	7050	6750	531	379	0	
662	25	602	429	210	1	1	1	1500	1200	188	134	100	
