image60_size	jp_only	name	image40_href	image40_size	rarity	active_skill	atk_max	id	rcv_scale	team_cost	leader_skill	hp_scale	version	atk_scale	rcv_min	atk_min	rcv_max	monster_points	type3	hp_max	element2	element	type2	max_level	awoken_skills	hp_min	name_jp	image60_href	feed_xp	xp_curve	type	
8909	False	Destroying CyberDragon, Diadem	/static/img/monsters/40x40/2189.f1074a636cf4.png	4440	5	Phantom Charge	1754	2189	0.7	20	Metal Coating	0.7	398	0.7	0	501	0	5000	None	2961	4	4	4	99	[10, 10, 21, 26, 26, 20, 21, 26]	658	刻滅機導龍・ディアデム	/static/img/monsters/60x60/2189.7560ba8d99de.png	938.0	4000000	8	
8201	False	Flame-Winged CyberBeast, Markab	/static/img/monsters/40x40/2190.490fc504971a.png	4227	5	Blast Signal	1467	2190	1.5	25	Ruby Converter	1.5	535	1.5	77	419	254	5000	None	3024	2	0	5	99	[10, 10, 21, 27, 27, 28, 21, 27]	672	灼翼機導獣・マルカブ	/static/img/monsters/60x60/2190.6cf4171e2303.png	1125.0	5000000	8	
8689	False	Frost-Fanged CyberBeast, Alfecca	/static/img/monsters/40x40/2191.cba8ab8e015b.png	4390	5	Blizzard Signal	1309	2191	1.5	25	Sapphire Converter	1.5	535	1.5	10	374	33	5000	None	4046	4	1	2	99	[10, 10, 21, 27, 27, 28, 21, 27]	899	氷牙機導獣・アルフェッカ	/static/img/monsters/60x60/2191.cd227779f8ac.png	1125.0	5000000	8	
9133	False	Swoop-Winged CyberBeast, Phact	/static/img/monsters/40x40/2192.7568ddeec2ba.png	4455	5	Tornado Signal	1474	2192	1.5	25	Emerald Converter	1.5	535	1.5	78	421	257	5000	None	3011	3	2	1	99	[10, 10, 21, 27, 27, 28, 21, 27]	669	風翼機導獣・ファクト	/static/img/monsters/60x60/2192.017b464a5be9.png	1125.0	5000000	8	
9238	False	Flashing-Clawed CyberBeast, Leonis	/static/img/monsters/40x40/2193.c4d65178918e.png	4492	5	Plasma Signal	1757	2193	1.5	25	Topaz Converter	1.5	535	1.5	51	502	168	5000	None	2714	1	3	6	99	[10, 10, 21, 27, 27, 28, 21, 27]	603	閃爪機導獣・レオニス	/static/img/monsters/60x60/2193.044793dc80f7.png	1125.0	5000000	8	
8549	False	Evil Eye CyberBeast, Kakkab	/static/img/monsters/40x40/2194.f3fa5e9dd99a.png	4187	5	Gravity Signal	1663	2194	1.5	25	Amethyst Converter	1.5	535	1.5	23	475	76	5000	None	3213	0	4	7	99	[10, 10, 21, 27, 27, 28, 21, 27]	714	冥眼機導獣・カッカブ	/static/img/monsters/60x60/2194.b8a994bcb875.png	1125.0	5000000	8	
7638	False	Flame Gear	/static/img/monsters/40x40/2195.8b26370d5455.png	4101	3	Blast Signal	747	2195	0.7	7	None	0.7	293	0.7	23	467	37	1	None	689	None	0	7	30	[]	265	フレイムギア	/static/img/monsters/60x60/2195.393ea53a1976.png	375.0	1500000	8	
8044	False	Aqua Gear	/static/img/monsters/40x40/2196.7092a3144ee8.png	4254	3	Blizzard Signal	734	2196	0.7	7	None	0.7	293	0.7	25	459	40	1	None	702	None	1	7	30	[]	270	アクアギア	/static/img/monsters/60x60/2196.130f4dfb0701.png	375.0	1500000	8	
7659	True	Wind Gear	/static/img/monsters/40x40/2197.a54360787126.png	4086	3	Tornado Signal	738	2197	0.7	7	None	0.7	293	0.7	27	461	43	1	None	679	None	2	7	30	[]	261	ウィンドギア	/static/img/monsters/60x60/2197.0bd144fcb5bc.png	375.0	1500000	8	
7796	False	Thunder Gear	/static/img/monsters/40x40/2198.c80d4ba991bc.png	4178	3	Plasma Signal	733	2198	0.7	7	None	0.7	293	0.7	26	458	42	1	None	686	None	3	7	30	[]	264	サンダーギア	/static/img/monsters/60x60/2198.570287b2ba03.png	375.0	1500000	8	
8156	False	Dark Gear	/static/img/monsters/40x40/2199.0dc53e92f74c.png	4245	3	Gravity Signal	749	2199	0.7	7	None	0.7	293	0.7	24	468	38	1	None	671	None	4	7	30	[]	258	ダークギア	/static/img/monsters/60x60/2199.ef0babdaf380.png	375.0	1500000	8	
9003	False	Hell Demon, Scarlet	/static/img/monsters/40x40/2205.2102d2113d60.png	4373	6	Rose Flare	1558	2205	1.5	80	Bewitching Fire Snake	1.5	293	1.5	128	472	384	10	None	2928	4	0	None	99	[22, 4, 14, 19]	488	灼冥魔・スカーレット	/static/img/monsters/60x60/2205.05fd0bead047.png	3225.0	6000000	7	
9015	False	Broad-Minded Hell Demon, Scarlet	/static/img/monsters/40x40/2206.ca474d93a4d1.png	4348	7	Rose Flare	1652	2206	1.5	90	Bewitching Fire Snake	1.5	293	1.5	128	472	422	10	None	3172	4	0	None	99	[22, 4, 14, 19, 22, 21, 28, 21]	488	闊達の灼冥魔・スカーレット	/static/img/monsters/60x60/2206.bb512587d019.png	3638.0	6000000	7	
8128	False	Latent TAMADRA (Imp. HP)	/static/img/monsters/40x40/2207.06958f2875ea.png	4281	6	None	100	2207	1.0	1	Latent Awakening! (Imp. HP)	1.0	293	1.0	100	100	100	1	None	100	None	3	None	1	[]	100	潜在たまドラ☆HP強化	/static/img/monsters/60x60/2207.1c5e85a5b873.png	10000.0	2000000	12	
8211	False	Latent TAMADRA (Imp. ATK)	/static/img/monsters/40x40/2208.810952086239.png	4313	6	None	100	2208	1.0	1	Latent Awakening! (Imp. ATK)	1.0	293	1.0	100	100	100	1	None	100	None	3	None	1	[]	100	潜在たまドラ☆攻撃強化	/static/img/monsters/60x60/2208.345e6e652c3e.png	10000.0	2000000	12	
8316	False	Latent TAMADRA (Imp. RCV)	/static/img/monsters/40x40/2209.92ff417394b5.png	4352	6	None	100	2209	1.0	1	Latent Awakening! (Imp. RCV)	1.0	293	1.0	100	100	100	1	None	100	None	3	None	1	[]	100	潜在たまドラ☆回復強化	/static/img/monsters/60x60/2209.947a2e5bae5f.png	10000.0	2000000	12	
8576	False	Latent TAMADRA (Auto-Heal)	/static/img/monsters/40x40/2210.eed6d18ed46b.png	4368	6	None	100	2210	1.0	1	Latent Awakening! (Auto-Heal)	1.0	293	1.0	100	100	100	1	None	100	None	3	None	1	[]	100	潜在たまドラ☆自動回復	/static/img/monsters/60x60/2210.64e69dfd0ad0.png	10000.0	2000000	12	
8013	False	Latent TAMADRA (Ext. Move Time)	/static/img/monsters/40x40/2211.315fd279b4f0.png	4269	6	None	100	2211	1.0	1	Latent Awakening! (Ext. Move Time)	1.0	293	1.0	100	100	100	1	None	100	None	3	None	1	[]	100	潜在たまドラ☆操作時間延長	/static/img/monsters/60x60/2211.9106b3c84c2f.png	10000.0	2000000	12	
8190	False	Latent TAMADRA (Fire Dmg. Red.)	/static/img/monsters/40x40/2212.f7ceb7d513f0.png	4297	7	None	100	2212	1.0	1	Latent Awakening! (Fire Dmg. Red.)	1.0	362	1.0	100	100	100	1	None	100	None	3	None	1	[]	100	潜在たまドラ☆火ダメージ軽減	/static/img/monsters/60x60/2212.e1b7acaa73dd.png	20000.0	2000000	12	
8137	False	Latent TAMADRA (Water Dmg. Red.)	/static/img/monsters/40x40/2213.26768511091e.png	4287	7	None	100	2213	1.0	1	Latent Awakening! (Water Dmg. Red.)	1.0	362	1.0	100	100	100	1	None	100	None	3	None	1	[]	100	潜在たまドラ☆水ダメージ軽減	/static/img/monsters/60x60/2213.337146e284d6.png	20000.0	2000000	12	
8314	False	Latent TAMADRA (Wood Dmg. Red.)	/static/img/monsters/40x40/2214.b210d4447de7.png	4325	7	None	100	2214	1.0	1	Latent Awakening! (Wood Dmg. Red.)	1.0	362	1.0	100	100	100	1	None	100	None	3	None	1	[]	100	潜在たまドラ☆木ダメージ軽減	/static/img/monsters/60x60/2214.d42670a0ea4b.png	20000.0	2000000	12	
8242	False	Latent TAMADRA (Light Dmg. Red.)	/static/img/monsters/40x40/2215.e29e68b249dc.png	4307	7	None	100	2215	1.0	1	Latent Awakening! (Light Dmg. Red.)	1.0	362	1.0	100	100	100	1	None	100	None	3	None	1	[]	100	潜在たまドラ☆光ダメージ軽減	/static/img/monsters/60x60/2215.08f5d78509ad.png	20000.0	2000000	12	
8285	False	Latent TAMADRA (Dark Dmg. Red.)	/static/img/monsters/40x40/2216.8a1e0b52d4c9.png	4323	7	None	100	2216	1.0	1	Latent Awakening! (Dark Dmg. Red.)	1.0	362	1.0	100	100	100	1	None	100	None	3	None	1	[]	100	潜在たまドラ☆闇ダメージ軽減	/static/img/monsters/60x60/2216.1c0071eb94ac.png	20000.0	2000000	12	
8559	False	Deus ex Machina	/static/img/monsters/40x40/2233.a0015cb4fd84.png	4308	6	Darkness Mode	937	2233	1.0	30	Puppet Master's Dark Cogwheel	1.0	331	1.0	82	551	139	25	None	1709	4	3	5	50	[]	712	デウス＝エクス＝マキナ	/static/img/monsters/60x60/2233.2d5663960f6b.png	1350.0	5000000	8	
8874	False	Awoken Deus ex Machina	/static/img/monsters/40x40/2234.1a2916372041.png	4324	7	Darkness Mode	1517	2234	1.0	40	Puppet Master's Dark Cogwheel	1.0	331	1.0	125	843	225	25	None	3418	4	3	5	99	[18, 19, 19]	1367	覚醒デウス＝エクス＝マキナ	/static/img/monsters/60x60/2234.bbb4b596ee7b.png	1763.0	5000000	8	
9200	False	Avenging War Deity, Ares	/static/img/monsters/40x40/2235.9df624f6974a.png	4396	7	Double Attack Stance-Fr	1694	2235	1.0	35	Grace of the War Deity	1.0	293	1.0	0	1296	80	5000	None	3712	3	0	2	99	[27, 21, 11, 22, 28, 22, 22]	701	復仇の戦軍神・アレス	/static/img/monsters/60x60/2235.ab6c282f515e.png	1575.0	4000000	5	
9128	False	Psychopomp Commerce Deity, Hermes	/static/img/monsters/40x40/2236.41f57a9edc21.png	4412	7	Double Attack Stance-Wt	1898	2236	1.0	35	Grace of the Commerce Deity	1.0	293	1.0	91	932	164	5000	None	2974	4	1	6	99	[28, 21, 21, 23, 27, 23, 23]	739	還魂の商業神・ヘルメス	/static/img/monsters/60x60/2236.fdf5a6b05eb2.png	1575.0	4000000	5	
8098	False	Moon Flower Huntress, Artemis	/static/img/monsters/40x40/2237.f51c5d6c097c.png	4186	7	Double Attack Stance-Wd	1705	2237	1.0	35	Grace of the Hunt Deity	1.0	293	1.0	95	943	271	5000	None	3040	4	2	6	99	[27, 21, 11, 24, 28, 24, 24]	725	月華の狩猟神・アルテミス	/static/img/monsters/60x60/2237.d849ac66e8f9.png	1575.0	4000000	5	
8956	False	Brilliant Sun Deity, Apollo	/static/img/monsters/40x40/2238.13c7e855c4af.png	4436	7	Double Attack Stance-Lt	1823	2238	1.0	35	Spirit of Flash	1.0	293	1.0	231	902	466	5000	None	2558	1	3	6	99	[29, 29, 27, 21, 27, 25, 25]	1112	渾天の光明神・アポロン	/static/img/monsters/60x60/2238.78407037fe98.png	1575.0	4000000	5	
8855	False	Cradle of Hell Goddess, Persephone	/static/img/monsters/40x40/2239.de6aa6956f65.png	4340	7	Double Attack Stance-Dk	1337	2239	1.0	35	Spirit of Hell	1.0	293	1.0	340	719	640	5000	None	2939	2	4	3	99	[29, 29, 27, 21, 27, 26, 26]	1278	揺籃の冥府神・ペルセポネ	/static/img/monsters/60x60/2239.1114098a1eaf.png	1575.0	4000000	5	
9297	False	Demon Flamedragon Kagato	/static/img/monsters/40x40/2240.b75b52216c6b.png	4544	6	Twin Pole Oni Flame Slash	2025	2240	1.5	30	World-Destroying Conflagration Flash	1.5	293	1.5	62	770	130	5	None	2415	0	0	None	99	[21, 27]	806	鬼炎龍火牙刀	/static/img/monsters/60x60/2240.eaee98e3f860.png	1350.0	4000000	6	
8440	False	Sleeping Princess, Alma	/static/img/monsters/40x40/2241.a7e30e46e5c0.png	4286	5	The 6 Wings Legend	549	2241	1.0	10	Sleeping Princess's Prayer	1.0	364	1.0	134	122	281	1	None	1130	None	0	None	50	[]	251	眠り姫アルマ	/static/img/monsters/60x60/2241.179aa3bc61ce.png	563.0	1500000	3	
8801	False	Sacred Princess, Alma	/static/img/monsters/40x40/2242.2b51044ccd10.png	4303	6	The 6 Wings Legend	1235	2242	1.0	15	Holy Light. R	1.0	293	1.0	253	494	531	1	None	2260	3	0	5	99	[14, 9]	904	聖姫アルマ	/static/img/monsters/60x60/2242.d3ee0ec139e9.png	788.0	4000000	3	
8225	False	Alma & Kapibara-san	/static/img/monsters/40x40/2243.e2ae9fc23ea0.png	4224	7	The 6 Wings Legend	1235	2243	1.0	25	With Kapibara-san	1.0	293	1.0	253	494	581	1	None	2360	2	0	5	99	[14, 9]	904	アルマとカピバラさん	/static/img/monsters/60x60/2243.3dc276601b1c.png	1200.0	4000000	3	
8724	False	Harmony Goddess, Balancile Another	/static/img/monsters/40x40/2244.2c9abaefc026.png	4337	5	Heaven and Earth Creation	668	2244	1.0	15	Jewel of Harmony	1.0	293	1.0	155	393	264	5000	None	1428	4	3	None	50	[]	595	調和神バランシール　アナザー	/static/img/monsters/60x60/2244.66b6ae7b23d8.png	750.0	4000000	5	
9041	False	Omnipotent Harmony Goddess, Balancile Another	/static/img/monsters/40x40/2245.4a018dbe40d6.png	4442	6	Heaven and Earth Creation	1503	2245	1.0	25	World's Creator	1.0	293	1.0	238	601	428	5000	None	2855	4	3	7	99	[25, 21, 28, 26]	1142	万能の調和神バランシール　アナザー	/static/img/monsters/60x60/2245.35471084efed.png	1163.0	4000000	5	
8391	False	Lightweight Armor Queen, Polaris	/static/img/monsters/40x40/2246.66893d328cab.png	4212	4	Armourer Queen	1268	2246	1.0	12	Grand Wave	1.0	293	1.0	25	409	68	3000	None	3630	None	1	None	99	[27, 21, 28]	825	鎧羅王ポラリス	/static/img/monsters/60x60/2246.b9b45eca6f14.png	600.0	4000000	2	
9269	False	Awoken Lightweight Armor Queen, Polaris	/static/img/monsters/40x40/2247.3ce1a02d488c.png	4454	5	Armourer Queen	1518	2247	1.0	22	Ouha Binding	1.0	293	1.0	25	409	68	3000	None	3630	3	1	6	99	[27, 21, 28]	825	完全覚醒・鎧羅王ポラリス	/static/img/monsters/60x60/2247.c5e756d604a3.png	1013.0	4000000	2	
7527	False	Polaris & Kapibara-san	/static/img/monsters/40x40/2248.70a5a99894e8.png	4078	5	Armourer Queen	1208	2248	1.0	22	Shinrabansho∼ｎ	1.0	535	1.0	25	409	418	3000	None	3080	2	1	3	99	[27, 21, 28]	825	ポラリスとカピバラさん	/static/img/monsters/60x60/2248.add81ad0b821.png	1013.0	4000000	2	
8566	False	Pure-Blooded Demon King, Asmodeus Another	/static/img/monsters/40x40/2249.470fd9a294c8.png	4266	7	Pureblood Pillar	1401	2249	1.0	30	Wild Roses' Wings	1.0	293	1.0	337	667	667	5000	None	2593	2	4	3	99	[27, 28, 21, 19]	1037	純血の魔王アスモ・デウス・アナザー	/static/img/monsters/60x60/2249.41bdfa683e37.png	1388.0	4000000	7	
7561	False	PreDRA	/static/img/monsters/40x40/2250.b2dbba4ccd7a.png	4183	3	None	50	2250	1.0	1	Point Redemption - Small	1.0	293	1.0	50	50	50	3000	None	50	None	3	None	1	[]	50	ぷれドラ	/static/img/monsters/60x60/2250.90ee8ddf2a4e.png	150.0	2000000	15	
8902	False	Shiva Dragon	/static/img/monsters/40x40/2252.be4c1c967399.png	4371	8	Rudraksha	1569	2252	1.5	80	Purifying Flames of Perdition	1.5	293	1.5	104	682	198	1	None	3696	None	0	4	99	[22, 22, 27, 27]	1607	シヴァ＝ドラゴン	/static/img/monsters/60x60/2252.97315a8d0fc3.png	3300.0	9999999	5	
9010	False	Destroyer God, Shiva Dragon	/static/img/monsters/40x40/2253.d6264df2a5b3.png	4329	9	Rudraksha	1705	2253	1.5	99	Purifying Flames of Perdition	1.5	451	1.5	104	682	218	1	None	4018	4	0	4	99	[22, 22, 27, 27, 21, 21, 28, 19]	1607	破壊神・シヴァ＝ドラゴン	/static/img/monsters/60x60/2253.d1e9be6c87c8.png	4050.0	9999999	5	
8745	False	Neptune Dragon	/static/img/monsters/40x40/2254.2a610a7e0bb7.png	4272	8	Hydra Horn	1336	2254	1.5	80	Death Sea Holy Water	1.5	293	1.5	110	581	209	1	None	4165	None	1	4	99	[26, 23, 23, 23]	1811	ネプチューン＝ドラゴン	/static/img/monsters/60x60/2254.e0265d07a274.png	3300.0	9999999	5	
9023	False	Sea Deity, Neptune Dragon	/static/img/monsters/40x40/2255.fe812a1e1117.png	4336	9	Hydra Horn	1453	2255	1.5	99	Death Sea Holy Water	1.5	451	1.5	110	581	231	1	None	4528	4	1	4	99	[26, 23, 23, 23, 21, 23, 19, 28]	1811	海王神・ネプチューン＝ドラゴン	/static/img/monsters/60x60/2255.72b8e3e01fc1.png	4050.0	9999999	5	
8594	False	Odin Dragon	/static/img/monsters/40x40/2256.36431bb84fee.png	4249	8	Draupnir	980	2256	1.5	80	Heavenly Gale	1.5	293	1.5	334	481	695	1	None	3222	None	2	4	99	[10, 10, 21, 9, 9]	1401	オーディン＝ドラゴン	/static/img/monsters/60x60/2256.bf21c886c87c.png	3300.0	9999999	5	
8589	False	Light Lance God, Odin Dragon	/static/img/monsters/40x40/2257.c30b1920826b.png	4163	9	Draupnir	1100	2257	1.5	99	Heavenly Gale	1.5	546	1.5	334	481	900	1	None	4000	3	2	4	99	[10, 10, 21, 9, 9, 9, 9, 9, 9]	1401	光槍神・オーディン＝ドラゴン	/static/img/monsters/60x60/2257.c312fab1e24a.png	4050.0	9999999	5	
8306	False	Ra Dragon	/static/img/monsters/40x40/2258.233a6dedc5f9.png	4127	8	Sunlight Crown	1387	2258	1.5	80	The Sun's Halo	1.5	293	1.5	74	603	141	1	None	4329	None	3	4	99	[10, 10, 21, 21]	1882	ラー＝ドラゴン	/static/img/monsters/60x60/2258.b9fb1e382a90.png	3300.0	9999999	5	
8878	False	Sun God, Ra Dragon	/static/img/monsters/40x40/2259.4c9f08db45bb.png	4314	9	Sunlight Crown	1508	2259	1.5	99	The Sun's Halo	1.5	440	1.5	74	603	155	1	None	4705	3	3	4	99	[10, 10, 21, 21, 27, 27, 19, 19]	1882	太陽神・ラー＝ドラゴン	/static/img/monsters/60x60/2259.c84a6621dd8a.png	4050.0	9999999	5	
8735	False	Yomi Dragon	/static/img/monsters/40x40/2260.33165be18334.png	4182	8	Moon God's Arm	1608	2260	1.5	80	Everlasting Moon Darkness	1.5	293	1.5	121	699	230	1	None	3498	None	4	4	99	[18, 20, 19, 19]	1521	ヨミ＝ドラゴン	/static/img/monsters/60x60/2260.847187d946f6.png	3300.0	9999999	5	
9024	False	God of the Night, Tsukuyomi Dragon	/static/img/monsters/40x40/2261.175514a89d74.png	4277	9	Moon God's Arm	1804	2261	1.5	99	Everlasting Moon Darkness	1.5	451	1.5	121	699	245	1	None	3801	3	4	4	99	[18, 20, 19, 19, 21, 21, 10, 10, 28]	1521	夜刻神・ツクヨミ＝ドラゴン	/static/img/monsters/60x60/2261.f6a3e49bb506.png	4050.0	9999999	5	
7932	False	Frozen Hell Demon, Indigo	/static/img/monsters/40x40/2262.e8ea82798db3.png	4125	5	Freeze Lock	898	2262	1.0	30	Hailstone of Refusal	1.0	293	1.0	114	528	194	10	None	1570	4	1	None	50	[]	654	凍冥魔・インディゴ	/static/img/monsters/60x60/2262.29780165c138.png	1313.0	5000000	7	
8353	False	Cruel Frozen Hell Demon, Indigo	/static/img/monsters/40x40/2263.7d2b6c940dd6.png	4211	6	Freeze Lock	1454	2263	1.0	40	Hailstone of Refusal	1.0	535	1.0	175	808	315	25	None	3140	4	1	None	99	[28, 21, 23]	1256	刻薄の凍冥魔・インディゴ	/static/img/monsters/60x60/2263.100ce4b12d91.png	1725.0	5000000	7	
7838	False	Sanada Yukimura	/static/img/monsters/40x40/2264.61b763168c94.png	4046	5	Crimson Cross Spear	1158	2264	1.0	15	Six Coin Crest	1.0	293	1.0	74	681	126	5000	None	1234	None	0	6	50	[]	514	真田幸村	/static/img/monsters/60x60/2264.1f48829b0299.png	750.0	4000000	5	
8453	False	Fierce Warrior, Sanada Yukimura	/static/img/monsters/40x40/2265.be1533cb9303.png	4239	6	Crimson Cross Spear	1876	2265	1.0	25	Six Coin Crest	1.0	394	1.0	113	1042	203	5000	None	2468	0	0	6	99	[22, 28, 21, 22]	987	苛烈の勇猛神・真田幸村	/static/img/monsters/60x60/2265.b8793c9410c5.png	1163.0	4000000	5	
7529	False	Mori Motonari	/static/img/monsters/40x40/2266.f72476d8ca6c.png	3940	5	Parable of the Three Arrows	775	2266	1.0	15	One Line, Three Star Crest	1.0	535	1.0	71	456	121	5000	None	1867	None	1	2	50	[]	778	毛利元就	/static/img/monsters/60x60/2266.0ee2bb60d14a.png	750.0	4000000	5	
8755	False	Peerless Strategist, Mori Motonari	/static/img/monsters/40x40/2267.166696e8b8e2.png	4349	6	Parable of the Three Arrows	1256	2267	1.0	25	One Line, Three Star Crest	1.0	535	1.0	109	698	196	5000	None	3735	0	1	2	99	[23, 28, 21, 23]	1494	稀代の智謀神・毛利元就	/static/img/monsters/60x60/2267.b652da8380ed.png	1163.0	4000000	5	
7984	False	Ishida Mitsunari	/static/img/monsters/40x40/2268.d297c0009606.png	4000	5	Heroic Blade	1193	2268	1.0	15	Daiichi Daiman Daikichi Crest	1.0	293	1.0	109	702	185	5000	None	1013	None	2	6	50	[]	422	石田三成	/static/img/monsters/60x60/2268.8690d5d9ba35.png	750.0	4000000	5	
9021	False	Diligent Spy, Ishida Mitsunari	/static/img/monsters/40x40/2269.767b6a5a46ea.png	4323	6	Heroic Blade	1933	2269	1.0	25	Daiichi Daiman Daikichi Crest	1.0	391	1.0	167	1074	301	5000	None	2025	4	2	6	99	[24, 28, 21, 24]	810	克明の諜報神・石田三成	/static/img/monsters/60x60/2269.348cd0b52c9f.png	1163.0	4000000	5	
8704	False	Maeda Keiji	/static/img/monsters/40x40/2270.e977efeaacae.png	4244	5	Landscape-Patterned Cup	879	2270	1.0	15	Plum Blossom Crest	1.0	293	1.0	112	517	190	5000	None	1510	None	3	1	50	[]	629	前田慶次	/static/img/monsters/60x60/2270.582f3e3fa775.png	750.0	4000000	5	
9069	False	Dashing Dandy, Maeda Keiji	/static/img/monsters/40x40/2271.1512e06a1657.png	4386	6	Landscape-Patterned Cup	1424	2271	1.0	25	Plum Blossom Crest	1.0	394	1.0	171	791	308	5000	None	3020	0	3	1	99	[27, 19, 21, 28]	1208	絢爛の傾奇神・前田慶次	/static/img/monsters/60x60/2271.8bbf91bd3dff.png	1163.0	4000000	5	
7535	False	Akechi Mitsuhide	/static/img/monsters/40x40/2272.64760b72b339.png	3940	5	Confusing Strategy	1061	2272	1.0	15	Bellflower Crest	1.0	293	1.0	69	624	117	5000	None	1414	None	4	7	50	[]	589	明智光秀	/static/img/monsters/60x60/2272.ff55e0522b59.png	750.0	4000000	5	
8720	False	Deliberate Rebel, Akechi Mitsuhide	/static/img/monsters/40x40/2273.89d87054e3d8.png	4281	6	Confusing Strategy	1719	2273	1.0	25	Bellflower Crest	1.0	391	1.0	105	955	189	5000	None	2828	4	4	7	99	[26, 28, 21, 26]	1131	深慮の謀略神・明智光秀	/static/img/monsters/60x60/2273.f091456ec9df.png	1163.0	4000000	5	
8384	False	Balancile Another Card	/static/img/monsters/40x40/2274.2bc8de2f142c.png	4215	4	Heaven and Earth Creation	108	2274	1.0	1	None	1.0	293	1.0	108	108	108	1	None	108	4	3	None	1	[]	108	バランシール　アナザー　カード	/static/img/monsters/60x60/2274.d2fb4c42132c.png	10000.0	2000000	14	
7902	False	Polaris Card	/static/img/monsters/40x40/2275.6b4299548d2a.png	4038	4	Armourer Queen	108	2275	1.0	1	None	1.0	293	1.0	108	108	108	1	None	108	None	1	None	1	[]	108	ポラリス　カード	/static/img/monsters/60x60/2275.5fb6575a2e59.png	10000.0	2000000	14	
8735	False	Frost Dragon Emperor, Ilsix	/static/img/monsters/40x40/2276.ea08d3a6c8bc.png	4215	6	Freezing Zone	1370	2276	1.0	50	Permafrost Dragon Emperor's Power	1.0	293	1.0	0	415	0	10	None	3810	None	1	None	99	[5, 5, 15]	635	霜龍帝・イルシックス	/static/img/monsters/60x60/2276.b21555a518df.png	2100.0	5000000	4	
8481	False	Barbed Frost Dragon Emperor, Ilsix	/static/img/monsters/40x40/2277.3d7a25e401d8.png	4187	7	Freezing Zone	1453	2277	1.0	80	Permafrost Dragon Emperor's Power	1.0	451	1.0	0	415	0	50	None	4128	4	1	2	99	[5, 5, 15, 21, 23]	635	紫棘の霜龍帝・イルシックス	/static/img/monsters/60x60/2277.e0ec7eb2765a.png	3263.0	5000000	4	
8905	False	Art Goddess of Entertainment, Ame no Uzume	/static/img/monsters/40x40/2278.b250887ae435.png	4406	7	Healing Cheer	1325	2278	1.0	35	Dance of Heavenly Worship	1.0	293	1.0	334	625	501	5000	None	3145	1	0	1	99	[14, 9, 9, 22, 10, 10, 21]	1058	笑覧の芸女神・アメノウズメ	/static/img/monsters/60x60/2278.7b2967a82333.png	1575.0	4000000	5	
8807	False	Vigorous Hunt Gods, Umisachi & Yamasachi	/static/img/monsters/40x40/2279.7c98bb782c11.png	4324	8	Ritual of the Mountain and Sea	1251	2279	1.0	45	Sacred Treasure of the Mountains and Seas	1.0	293	1.0	306	695	651	5000	2	3555	2	1	3	99	[15, 16, 27, 11, 15, 21, 27, 16, 28]	1022	賦活の漁猟神・ウミサチヤマサチ	/static/img/monsters/60x60/2279.bc894242f80b.png	1988.0	4000000	5	
9149	False	Miko Goddess of Protection, Kushinadahime	/static/img/monsters/40x40/2280.4ece6d135a96.png	4466	8	Protection of Divine Wisdom	1732	2280	1.0	45	Nadeshiko's Determination	1.0	293	1.0	339	629	640	5000	6	2805	2	2	3	99	[16, 20, 29, 28, 19, 24, 9, 16, 21]	1042	庇護の巫女神・クシナダヒメ	/static/img/monsters/60x60/2280.88df99d22499.png	1988.0	4000000	5	
7854	False	Creator God of Twin Skies, Izanagi	/static/img/monsters/40x40/2281.0b81dfa4d5c6.png	3950	7	Breath of Creation	1616	2281	1.0	35	World of God's Intervention	1.0	546	1.0	153	759	415	5000	None	3645	4	3	1	99	[17, 27, 29, 28, 27, 21, 21, 28]	1338	双天の皇祖神・イザナギ	/static/img/monsters/60x60/2281.2c1aded24bc7.png	1575.0	4000000	5	
8178	False	Placating Founder, Okuninushi	/static/img/monsters/40x40/2282.c12d1bcc1bb9.png	4135	7	Virtuous Foundation	1819	2282	1.0	35	Divine Connection	1.0	293	1.0	2	566	74	5000	None	3845	1	4	6	99	[18, 19, 21, 28, 21, 27, 27]	2018	鎮撫の国造神・ オオクニヌシ	/static/img/monsters/60x60/2282.95df061d2e78.png	1575.0	4000000	5	
9085	False	Paradise Celeb, Hera-Is	/static/img/monsters/40x40/2283.d4d644e6b26e.png	4442	6	Freezing Gravity	1250	2283	1.0	50	It's Cool Here Beside Me!	1.0	397	1.0	115	357	380	10	None	2826	1	1	5	99	[15, 15, 15]	628	楽園のセレブ・ヘラ・イース	/static/img/monsters/60x60/2283.21c785b5ae89.png	2100.0	5000000	7	
8433	False	Shaved Ice Specialist, Frost Demon	/static/img/monsters/40x40/2284.faa15ceffbe1.png	4204	4	Sea Draco Summoning Circle-Wt & Wd	1351	2284	1.0	12	Shall I Freeze You?	1.0	293	1.0	0	386	-100	1	None	1733	None	1	None	99	[15, 13]	385	夏氷の名人・フロストデーモン	/static/img/monsters/60x60/2284.bad0c2283f2c.png	600.0	1500000	7	
8169	False	Beach Café Waitress, High Water Ninja	/static/img/monsters/40x40/2285.4793055952ef.png	4249	4	Gravity Room	1292	2285	0.7	12	Don't Tell Master!	0.7	293	0.7	118	369	389	1	None	666	None	1	7	99	[15, 28]	148	浜茶屋の娘・水の上忍	/static/img/monsters/60x60/2285.71ea48865d93.png	600.0	1500000	3	
