name	effect	
Love must be free.	Healer type cards HP x2, ATK x1.5.	
Low Tide Dragon Power	All attribute cards ATK x2 when Deighk in the same team. Matched attribute ATK x2 when matching exactly 5 connected orbs with at least 1 enhanced orb.	
Luck God's Divine Power	Water attribute cards ATK x2.5, RCV x1.5. ATK x1.5 when simultaneously clearing 4 connected Heart orbs. ATK x0.5 for each additional orb, up to ATK x3 at 7 connected orb.	
Lucky	Physical type cards HP x2.5.	
Lunatic Flames' Peerless Strength	Devil type cards HP x1.5, ATK x1.5, RCV x1.5. Fire attribute cards ATK x2 on the turn a skill is used. ( Multiple skills will not stack )	
Lunatic Rage	Physical type cards ATK x2.	
lunatic requiem	Attacker type cards ATK x3.	
Lunatic Requiem	Attacker type cards ATK x3.	
Lust for Knowledge	All attribute cards ATK x7 when reaching Heart & Heart combos. Increases time limit of orb movement by 3 seconds.	
MA648-Multi Turbo	Machine type cards HP x1.35, ATK x3. ATK x2.5 in cooperation mode.	
Magazine All-Stars	ATK x8 when entire team is from Weekly Shonen Magazine Collab.	
Magical Aggregation	All attribute cards ATK x4 when reaching Light, Light & Fire or Light & Fire & Fire combos. All attribute cards ATK x2.5, RCV x2.5 when reaching 4 or more combos.	
Magical Attack Order	Devil type cards HP x1.25, ATK x1.25. All attribute cards ATK x3 when reaching Wood & Wood or Wood & Dark combos.	
Magic Boost	All attribute cards ATK x3 on the turn a skill is used. ( Multiple skills will not stack )	
Magic Circle of Flame	Fire & Light attribute cards HP x2.	
Magic Dragon Tribe's Determination	Dragon & Attacker type cards ATK x2.5, RCV x2.5. All attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
magic dragon tribe's essence	Dragon & Devil type cards ATK x2.5, RCV x2.5. All attribute cards ATK x1.5 when reaching 6 combos or above.	
Magic Dragon Tribe's Essence	Dragon & Devil type cards ATK x2.5, RCV x2.5. All attribute cards ATK x1.5 when reaching 6 combos or above.	
magic dragon tribe's pride	Devil type cards ATK x2.5, RCV x2.5.	
Magic Dragon Tribe's Pride	Devil type cards ATK x2.5, RCV x2.5.	
Magic Dragon Tribe's True Worth	Dragon & Attacker type cards ATK x2.5, RCV x2.5. All attribute cards ATK x2 on the turn a skill is used. ( Multiple skills will not stack )	
Magic Power Amplification	Devil type cards ATK x2.	
Magic Sword Gram Almadel	Balanced type cards HP x1.5, ATK x2.5.	
Magitek Missile	All attribute cards ATK x3 when reaching Fire & Light combos.	
Magnum Charge	Can no longer clear 4 or less connected orbs. All attribute cards HP x2, ATK x2. All attribute cards ATK x9 when attacking with 3 of following orb types: Fire, Water, Wood, Light, Dark & Heart.	
Maid of Might	Physical & Healer type cards ATK x1.5, RCV x1.5. All attribute cards ATK x4 when attacking with 2 of following orb types: Fire, Water & Light.	
Malboro Song	Heal RCV x2 as HP after every orbs elimination.	
Maleficent Dance	All attribute cards ATK x7 when attacking with Fire, Water, Wood, Dark & Heart orb types at the same time.	
Malice of the Brisingamen	Wood attribute cards ATK x2.5, RCV x2.5. Wood attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
Man and Horse as One, Comfort	Balanced type cards RCV x2.	
Man and Horse as One, Life	Balanced type cards HP x2.	
Man and Horse as One, Strike	Balanced type cards ATK x2.	
Man can never defeat the lord of Hell!	Balanced & Devil type cards ATK x2.	
Maniac Mastermind	Deal ATK x5 damage to all enemies after every orbs elimination. Ignores enemy element, but can be reduced by enemy defense down to 0 damage.	
Mankind's counterattack begins now!	Attacker type cards ATK x4 when HP is greater than 80%.	
Maple Leaf Clutch	75% HP reduction and  type cards ATK x3.5.	
Mark of Purgatory and Magic Bullets	ATK x3 when simultaneously clearing 6 connected Dark orbs. Devil type cards HP x1.5, ATK x1.5.	
Masamune's Wood Emblem	Wood attribute & Attacker type cards ATK x2.	
Mass Counter	ATK x4, reduce damage taken by 50% after matching Heal orbs in a cross formation. 100% chance to deal counter Dark damage of 10x damage taken.	
Master of the Sacred Treasure	ATK x2 when simultaneously clearing 4 connected Wood orbs. ATK x0.5 for each additional orb, up to ATK x5 at 10 connected orb.	
Master Thief	Get x1.5 coins after a battle.	
Matilda's Medicine	While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	
Matilda Whip	Devil type cards ATK x3, RCV x1.5. All attribute cards ATK x2 when attacking with 5 of following orb types: Fire, Water, Wood, Light, Dark & Heart.	
Maximoogle	Healer type cards HP x1.5, ATK x1.5, RCV x1.5.	
May everybody's wishes come True!	Light attribute cards ATK x4 on the turn a skill is used. ( Multiple skills will not stack )	
May something wonderful happen ♪	All attribute cards ATK x3.5 when attacking with 3 of following orb types: Fire, Wood, Light & Heart. Matched attribute ATK x2 when matching exactly 5 connected orbs with at least 1 enhanced orb.	
Mechanical Burning Star of Scorpius	Matched attribute ATK x5 when matching exactly 5 connected orbs with at least 1 enhanced orb. Machine type cards HP x1.3, ATK x1.3.	
Mechanical Dark Star of Gemini	Matched attribute ATK x4 when matching exactly 5 connected orbs with at least 1 enhanced orb. 30% Fire, Water, Wood & Light damage reduction.	
Mechanical Destruction Star of Gemini	Matched attribute ATK x5 when matching exactly 5 connected orbs with at least 1 enhanced orb. Machine type cards HP x1.3, ATK x1.3.	
Mechanical Earth Star of Virgo	Matched attribute ATK x4 when matching exactly 5 connected orbs with at least 1 enhanced orb. 30% Fire, Water, Light & Dark damage reduction.	
Mechanical Flame Star of Scorpius	Matched attribute ATK x4 when matching exactly 5 connected orbs with at least 1 enhanced orb. 30% Water, Wood, Light & Dark damage reduction.	
Mechanical Forest Star of Virgo	Matched attribute ATK x5 when matching exactly 5 connected orbs with at least 1 enhanced orb. Machine type cards HP x1.3, ATK x1.3.	
Mechanical Light Star of Gemini	Matched attribute ATK x4 when matching exactly 5 connected orbs with at least 1 enhanced orb. 30% Fire, Water, Wood & Dark damage reduction.	
Mechanical Musical Star of Gemini	Matched attribute ATK x5 when matching exactly 5 connected orbs with at least 1 enhanced orb. Machine type cards HP x1.3, ATK x1.3.	
Mechanical River Star of Pisces	Matched attribute ATK x5 when matching exactly 5 connected orbs with at least 1 enhanced orb. Machine type cards HP x1.3, ATK x1.3.	
Mechanical Water Star of Pisces	Matched attribute ATK x4 when matching exactly 5 connected orbs with at least 1 enhanced orb. 30% Fire, Wood, Light & Dark damage reduction.	
Medjebeam	Wood attribute cards ATK x3 when HP is greater than 50%. All attribute cards RCV x1.5 when God of Dark Riches, Osiris in the same team.	
Megalo-Vortex	Water attribute cards HP x2. Dragon attribute cards ATK x4 on the turn a skill is used. ( Multiple skills will not stack )	
Meidou Zangetsuha	ATK x1.5 when simultaneously clearing 5 connected Heart orbs. ATK x0.5 for each additional orb, up to ATK x2.5 at 7 connected orb. Balanced type cards HP x1.5, ATK x2.5.	
Melon Candy	Wood attribute cards HP x1.3, RCV x1.3.	
Memory Stripe	100% chance to deal counter Fire damage of 2x damage taken.	
Memory's Wings	All attribute cards ATK x3 when reaching Heart & Heart combos. ATK x3, reduce damage taken by 50% after matching Heal orbs in a cross formation.	
Mera Mera Attack	All attribute cards ATK x2.5 when attacking with Fire, Light & Dark orb types at the same time.	
Mercantile Knowledge	Get x2 coins after a battle.	
Merciful Eye of the Gleaming Queen	God attribute cards HP x1.5, ATK x1.5, RCV x1.5. Devil attribute cards ATK x2.	
Mercy of the Stars	Healer type cards HP x2.5.	
Metal Amplifier	ATK x1.5 when simultaneously clearing 3 connected Dark orbs. Machine type cards HP x1.5, RCV x1.5.	
Metal Coating	Dragon & Machine type cards ATK x2, RCV x2. Dark attribute cards ATK x2.5 on the turn a skill is used. ( Multiple skills will not stack )	
Metal Cowl	Machine type cards ATK x2.5 when HP is greater than 50%. 20% Fire, Water, Wood & Dark damage reduction.	
Metal Film	Dark attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack ) Machine type cards HP x1.5, RCV x1.5.	
Metallic Body	25% chance to deal counter Wood damage of 5x damage taken.	
Metal Vessel of Vinea	Water attribute cards ATK x2, RCV x2.	
Metal Vessel of Zagan	ATK x2.5 when simultaneously clearing 5 connected Wood orbs.	
Meteor Strike	ATK x5, RCV x1.5 when simultaneously clearing 7 connected Fire or Light orbs. Change the board to 7x6 size.	
MH189 - Multi Turbo	All attribute cards ATK x3 when HP is greater than 80%. ATK x2.5, RCV x2.5 in cooperation mode.	
Midnight Smile	Dark attribute cards ATK x2, RCV x2.	
Million Dollar	Wood attribute cards ATK x1.5.	
Mimir's Well	Water attribute & God type cards ATK x2.	
miracle	Heal RCV x5 as HP after every orbs elimination.	
miracle	Heal RCV x5 as HP after every orbs elimination.	
Miracle	Heal RCV x5 as HP after every orbs elimination.	
Missile Barrage	Balanced & Machine type cards ATK x1.3, RCV x1.3. Dark attribute cards ATK x4 when HP is greater than 80%.	
Moctezuma Defense	Devil type cards ATK x1.5. ATK x2 when simultaneously clearing 4 connected Fire orbs.	
Moderated Pride	All attribute cards ATK x1.5 when reaching 2 set of Water combos. ATK x0.5 for each additional combo, up to ATK x2.5 when reaching 4 combos. Matched attribute ATK x5 when matching exactly 5 connected orbs with at least 1 enhanced orb.	
Monarchy of Dark Riches	Wood attribute cards HP x1.35, RCV x1.35. All attribute cards ATK x3.5 when reaching 6 combos or above.	
Moon Blessing	Dark attribute cards ATK x2. Heal RCV x4 as HP after every orbs elimination.	
Moonblight Ice Blade	All attribute cards ATK x4.5 when attacking with 5 of following orb types: Fire, Water, Wood, Light, Dark & Heart.	
Moonlight Sorcery	Dark attribute cards ATK x5. Increases time limit of orb movement by 2 seconds.	
Moonlit Cat	ATK x3 at 5 combos. ATK x0.5 for each additional combo, up to ATK x4.5 at 8 combos.	
Moonlit Cat X	ATK x2 at 4 combos. ATK x1 for each additional combo, up to ATK x8 at 10 combos. All attribute cards ATK x1.5 when reaching 3 set of Wood combos.	
moonlit divine strike	Light attribute cards ATK x3.	
Moonlit Divine Strike	Light attribute cards ATK x3.	
Morning Star Apocalypse	God & Devil type cards HP x1.35, ATK x1.35, RCV x1.35. ATK x3 when simultaneously clearing 6 connected Dark orbs.	
Mother Nature	Heal RCV x3 as HP after every orbs elimination.	
Mountain Dragon's Protective Torch	All attribute cards ATK x3.5 when reaching 2 set of Light combos. ATK x0.5 for each additional combo, up to ATK x4 when reaching 3 combos. Increases time limit of orb movement by 2 seconds.	
Mountain Dragon's Sacred Protection Emblem	All attribute cards ATK x3.5 when reaching 2 set of Wood combos. ATK x0.5 for each additional combo, up to ATK x4 when reaching 3 combos. ATK x2, reduce damage taken by 50% after matching Heal orbs in a cross formation.	
Mountain God Dragon Power	All attribute cards ATK x2 when reaching Wood & Wood combos. Dragon type cards ATK x1.5, RCV x1.5.	
Mountain God's Invocation	Wood attribute cards ATK x3.	
Mugetsu	No skyfall matches. Dark attribute cards HP x1.5, ATK x1.5. ATK x4 when simultaneously clearing 6 connected Dark orbs. ATK x1.5 for each additional orb, up to ATK x7 at 8 connected orb.	
Mug Mug-♪	20% Fire, Water, Wood, Light & Dark damage reduction.	
Multi-layer A.T. Field	20% all damage reduction.	
Muscle Revenger	Devil type cards HP x2, ATK x2. Dark attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
Mutsu Enmei-ryu Ancient Style	All attribute cards ATK x6 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. Deal ATK x50 damage to all enemies after every orbs elimination. Ignores enemy element, but can be reduced by enemy defense down to 0 damage.	
Mutsu Enmei-ryu Hidden Art: Ryuha	All attribute cards ATK x6, 25% all damage reduction when attacking with 4 of Fire, Water, Wood, Light & Dark orb types at the same time. Deal ATK x100 damage to all enemies after every orbs elimination. Ignores enemy element, but can be reduced by enemy defense down to 0 damage.	
My heart belongs to you	Devil type cards HP x1.5. Matched attribute ATK x4 when matching exactly 5 connected orbs with at least 1 enhanced orb.	
My mind is clear as a mirror...	Matched attribute ATK x4 when matching exactly 5 connected orbs with at least 1 enhanced orb.	
Myr's Providence	All attribute cards ATK x3 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x3 for each additional orb type, up to ATK x6 for all 5 matches. ATK x3, reduce damage taken by 50% after matching Heal orbs in a cross formation.	
Mysteries of the Elixir	ATK x2 when simultaneously clearing 4 connected Light orbs. ATK x0.5 for each additional orb, up to ATK x5 at 10 connected orb.	
Mysterious Apple	Physical type cards HP x1.5, RCV x1.5.	
Mysterious Dazzling Shine	All attribute cards ATK x6 when HP is greater than 80%. ATK x2.5 when HP is less than 80%. All attribute cards ATK x3, 25% all damage reduction when attacking with Light and Light orb types at the same time.	
Mysterious Dowsing Mechanism	Water attribute cards ATK x5 when HP is less than 5%.	
Mysterious Hero	Fire & Water attribute cards ATK x2.	
Mysterious Live Flame	All attribute cards ATK x5 when HP is greater than 50%. ATK x2.5 when HP is less than 50%. All attribute cards ATK x2.5, 25% all damage reduction when reaching 7 combos.	
Mysterious Orbs	All attribute cards ATK x3 when attacking with 3 of following orb types: Fire, Water, Wood, Light & Dark. ATK x1 for each additional orb type, up to ATK x5 for all 5 matches. Turn orb sound effects into Taiko noises.	
Mysterious Surfboard	Balanced type cards ATK x1.5.	
Mystery of Mother Earth	Wood attribute cards ATK x3 when HP is full.	
Mystery of the Flaming Boulder	Fire attribute cards ATK x3 when HP is less than 50%.	
Mystery of the Nebulous Disk	75% all damage reduction when HP is full.	
Mystery of the Shining Skull	25% all damage reduction.	
Mystic Tradition	All attribute cards ATK x5 when HP is less than 5%.	
My wind power cuts even the strongest steel!	Wood attribute cards ATK x3 when HP is full. Matched attribute ATK x1.5 when matching exactly 5 connected orbs with at least 1 enhanced orb.	
My wish is in the sound of this flute...	Dragon & God type cards ATK x4, RCV x1.5. ATK x1.5, reduce damage taken by 50% after matching Heal orbs in a cross formation.	
MZ187 - Multi Turbo	All attribute cards ATK x3.5 when HP is full. ATK x2.5, RCV x2.5 in cooperation mode.	
N/A	Attacker & Machine type cards ATK x1.5.	
N/A	Healer type cards HP x1.25.	
N/A	All attribute cards ATK x2 when reaching Wood & Light combos.	
N/A	All attribute cards ATK x2 when reaching Light & Dark combos.	
N/A	Wood attribute & God type cards HP x2, ATK x2.	
N/A	Light attribute & Dragon type cards HP x1.5, ATK x3.	
N/A	Wood attribute cards ATK x3.5. Fire attribute cards HP x2.	
N/A	Fire attribute cards ATK x2.	
N/A	Heal RCV x6 as HP after every orbs elimination.	
N/A	Heal RCV x5 as HP after every orbs elimination.	
N/A	Heal RCV x4 as HP after every orbs elimination.	
N/A	Heal RCV x4 as HP after every orbs elimination.	
N/A	Heal RCV x4 as HP after every orbs elimination.	
N/A	Heal RCV x4 as HP after every orbs elimination.	
N/A	Heal RCV x4 as HP after every orbs elimination.	
N/A	While your HP is 50% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	
N/A	While your HP is 50% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	
N/A	While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	
N/A	ATK x1.5 for clearing each Wood orbs in a cross formation.	
N/A	ATK x3, reduce damage taken by 50% after matching Heal orbs in a cross formation.	
N/A	While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	
N/A	While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	
N/A	While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	
N/A	While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	
N/A	Increases time limit of orb movement by 1 seconds.	
N/A	Increases time limit of orb movement by 1.5 seconds.	
N/A	Increases time limit of orb movement by 1 seconds.	
N/A	100% chance to deal counter Dark damage of 2x damage taken.	
N/A	Dark attribute cards HP x1.5.	
N/A	ATK x3.5 when attacking with 4 of following orb types: Fire, Water, Wood, Light, Dark & Heart.	
N/A	ATK x4.5 when attacking with 5 of following orb types: Fire, Water, Wood, Light, Dark & Heart.	
N/A	ATK x3 when attacking with 3 of following orb types: Fire, Water, Wood, Light, Dark & Heart.	
N/A	ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light, Dark & Heart.	
N/A	ATK x5 when attacking with Fire, Water, Light & Dark orb types at the same time.	
N/A	ATK x4 when attacking with Fire, Water, Wood, Light & Dark orb types at the same time.	
N/A	ATK x4 when attacking with Fire, Water, Wood, Light & Dark orb types at the same time.	
N/A	ATK x4 when attacking with Fire, Water, Wood & Light orb types at the same time.	
N/A	ATK x3.5 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark.	
N/A	ATK x3 when attacking with Fire, Water & Light orb types at the same time.	
N/A	ATK x4.5 when attacking with 5 of following orb types: Fire, Water, Wood, Light, Dark & Heart.	
N/A	ATK x5 when attacking with Fire, Water, Wood, Light & Dark orb types at the same time.	
N/A	ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x0.5 for each additional orb type, up to ATK x4.5 for all 5 matches.	
N/A	ATK x3 when attacking with 3 of following orb types: Fire, Water, Wood, Light & Dark.	
N/A	ATK x5 when attacking with Fire, Water, Wood, Light & Dark orb types at the same time.	
N/A	ATK x3 when attacking with 3 of following orb types: Fire, Water, Wood, Light & Dark. ATK x0.5 for each additional orb type, up to ATK x4 for all 5 matches.	
N/A	ATK x5 when attacking with Fire, Water, Wood & Light orb types at the same time.	
N/A	ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light, Dark & Heart.	
N/A	ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light, Dark & Heart.	
N/A	ATK x2 when attacking with Fire & Light orb types at the same time.	
N/A	All attribute cards ATK x4 when reaching 6 combos or above.	
N/A	All attribute cards ATK x1.2 when reaching 6 combos or above.	
N/A	All attribute cards ATK x3 when reaching 5 combos or above.	
N/A	All attribute cards ATK x3.5 when reaching 6 combos or above.	
N/A	All attribute cards ATK x1.2 when reaching 6 combos or above.	
N/A	All attribute cards ATK x3 when reaching 5 combos or above.	
N/A	All attribute cards ATK x1.2 when reaching 6 combos or above.	
N/A	Fire attribute cards ATK x3 when HP is less than 50%.	
N/A	Water attribute cards ATK x3 when HP is less than 50%.	
N/A	Wood attribute cards ATK x3 when HP is less than 50%.	
N/A	Light attribute cards ATK x3 when HP is less than 50%.	
N/A	Fire attribute cards ATK x3.5 when HP is greater than 50%.	
N/A	Healer type cards ATK x3.5 when HP is greater than 50%.	
N/A	God type cards ATK x3.5 when HP is greater than 80%.	
N/A	Healer type cards ATK x3.5 when HP is greater than 50%.	
N/A	ATK x2 at 4 combos. ATK x0.5 for each additional combo, up to ATK x3 at 6 combos.	
N/A	ATK x3 at 5 combos. ATK x0.5 for each additional combo, up to ATK x4 at 7 combos.	
N/A	ATK x4 at 9 combos. ATK x2 for each additional combo, up to ATK x10 at 12 combos.	
N/A	25% HP reduction.	
N/A	ATK x3 when simultaneously clearing 6 connected Fire orbs.	
N/A	ATK x3 when simultaneously clearing 6 connected Water orbs.	
N/A	ATK x3 when simultaneously clearing 6 connected Light orbs.	
N/A	ATK x2 when simultaneously clearing 5 connected Heart orbs.	
N/A	ATK x2 when simultaneously clearing 5 connected Heart orbs.	
N/A	ATK x3 when simultaneously clearing 6 connected Fire orbs.	
N/A	God type cards ATK x1.5.	
N/A	Wood attribute & Machine type cards ATK x2.5.	
N/A	Dark attribute & Machine type cards ATK x2.5.	
N/A	God type cards RCV x1.5.	
N/A	Dragon type cards HP x1.25.	
N/A	Healer & God type cards HP x1.25.	
N/A	Attacker type cards ATK x3.	
N/A	Devil type cards ATK x2.5, RCV x2.5.	
N/A	Attacker type cards HP x1.35.	
N/A	Healer type cards HP x1.25.	
N/A	Physical type cards HP x1.35.	
N/A	Fire attribute cards ATK x3.	
N/A	Water attribute cards ATK x3.	
N/A	Wood attribute cards ATK x3.	
N/A	Water attribute cards ATK x2.5, RCV x1.5.	
N/A	Wood attribute cards ATK x2.5, RCV x1.5.	
N/A	Physical type cards RCV x1.5.	
N/A	Healer & Attacker type cards HP x1.25, ATK x1.25.	
N/A	Dragon type cards ATK x3.5 when HP is less than 99%.	
N/A	Devil type cards ATK x3.5 when HP is greater than 50%.	
N/A	Healer type cards ATK x3.5 when HP is greater than 50%.	
N/A	Attacker type cards ATK x3.5 when HP is greater than 50%.	
N/A	All attribute cards ATK x3 when reaching Fire & Fire or Fire & Water combos.	
N/A	All attribute cards ATK x3 when reaching Water & Water or Water & Light combos.	
N/A	All attribute cards ATK x3 when reaching Wood & Wood or Wood & Dark combos.	
N/A	All attribute cards ATK x3 when reaching Light & Light or Light & Fire combos.	
N/A	All attribute cards ATK x3 when reaching Dark & Dark or Dark & Water combos.	
N/A	All attribute cards ATK x3.5 when attacking with Fire, Wood & Light combos.	
N/A	All attribute cards ATK x3.5 when attacking with Water, Wood & Dark combos.	
N/A	All attribute cards ATK x3.5 when attacking with Wood, Light & Dark combos.	
N/A	All attribute cards ATK x3.5 when attacking with Fire, Water & Dark combos.	
N/A	All attribute cards ATK x1.5 when reaching 1 set of Fire combo. ATK x1.5 for each additional combo, up to ATK x4.5 when reaching 3 combos.	
N/A	All attribute cards ATK x2.5 when reaching 2 set of Water combos. ATK x2.5 for each additional combo, up to ATK x5 when reaching 3 combos.	
N/A	All attribute cards ATK x3.5 when reaching Wood & Wood combos.	
N/A	All attribute cards ATK x2.5 when Restrained Dragon Hero, Liu Bei in the same team.	
N/A	All attribute cards RCV x1.5 when God of Dark Riches, Osiris in the same team.	
N/A	All attribute cards HP x1.5 when Bold Divine General, Sun Quan in the same team.	
N/A	All attribute cards HP x1.5 when Sacred Divine Flower, Xiao Qiao in the same team.	
N/A	Machine type cards RCV x1.5.	
N/A	Machine type cards HP x1.5.	
N/A	Devil type cards HP x1.25.	
N/A	Fire attribute cards HP x1.25.	
N/A	Dark attribute cards RCV x1.35.	
N/A	Dark attribute cards HP x1.35.	
N/A	Fire, Water, Wood, Light & Dark attribute cards RCV x0.5.	
N/A	Physical type cards ATK x4.	
N/A	Fire attribute cards HP x1.35, RCV x1.35.	
N/A	Water attribute cards HP x1.35, RCV x1.35.	
N/A	Wood attribute cards HP x1.35, RCV x1.35.	
N/A	Light attribute cards HP x1.35, RCV x1.35.	
N/A	Dark attribute cards HP x1.35, RCV x1.35.	
N/A	50% HP reduction.	
N/A	Attacker type cards ATK x3.	
N/A	50% HP reduction.	
N/A	Dragon type cards ATK x4.	
N/A	Devil type cards HP x1.5, RCV x1.5.	
N/A	Attacker type cards HP x1.35, ATK x3.	
N/A	Healer type cards HP x1.2, RCV x1.2.	
N/A	Healer type cards HP x1.25.	
N/A	Dragon type cards ATK x1.35, RCV x1.35.	
N/A	Dragon type cards ATK x1.5, RCV x1.5.	
N/A	Fire attribute cards ATK x2.	
N/A	Water attribute cards ATK x2.	
N/A	Wood attribute cards ATK x2.	
N/A	Light attribute cards ATK x2.	
N/A	Dark attribute cards ATK x2.	
N/A	Balanced type cards HP x1.2, ATK x1.2.	
N/A	Healer type cards HP x1.2, ATK x1.2.	
N/A	Attacker type cards ATK x1.25, RCV x1.25.	
N/A	Healer type cards HP x1.25, ATK x1.25.	
N/A	Devil type cards HP x1.25, ATK x1.25.	
N/A	Attacker type cards HP x1.25, ATK x1.25.	
N/A	Devil type cards ATK x1.25, RCV x1.25.	
N/A	Devil type cards HP x1.2, ATK x1.2.	
N/A	Attacker type cards ATK x1.2, RCV x1.2.	
N/A	Healer type cards HP x1.2, ATK x1.2.	
N/A	Attacker type cards ATK x2.	
N/A	Devil type cards HP x1.25.	
N/A	Dragon type cards RCV x1.5.	
N/A	Dragon type cards RCV x1.5.	
N/A	Dragon type cards RCV x1.5.	
N/A	Fire attribute cards ATK x1.5, RCV x1.5.	
N/A	Devil type cards HP x1.35.	
N/A	Devil type cards ATK x2, RCV x2.	
N/A	Physical & Dragon type cards ATK x1.2.	
N/A	Physical type cards ATK x1.5.	
N/A	30% Fire, Wood & Light damage reduction.	
N/A	30% Water, Wood & Dark damage reduction.	
N/A	30% Wood, Light & Dark damage reduction.	
N/A	30% Fire, Water & Dark damage reduction.	
N/A	Dragon type cards ATK x1.2, RCV x1.2.	
N/A	Healer type cards ATK x3.	
N/A	Healer type cards ATK x3.	
N/A	Machine type cards ATK x1.25, RCV x1.25.	
N/A	Machine type cards HP x1.25, ATK x1.25.	
N/A	Physical & Machine type cards HP x1.3, ATK x1.3.	
N/A	Balanced & Machine type cards ATK x1.3, RCV x1.3.	
N/A	Physical & God type cards ATK x4.	
N/A	Machine type cards ATK x2, RCV x2.	
N/A	Machine type cards ATK x2, RCV x2.	
N/A	Machine type cards ATK x2, RCV x2.	
N/A	Machine type cards ATK x2, RCV x2.	
N/A	Machine type cards ATK x2, RCV x2.	
N/A	Machine type cards ATK x3.	
N/A	Machine type cards ATK x3.	
N/A	Machine type cards ATK x3.	
N/A	Machine type cards ATK x3.	
N/A	Machine type cards ATK x3.	
N/A	God type cards ATK x2.5, RCV x1.5.	
N/A	Dragon type cards HP x1.2, ATK x1.2, RCV x1.2.	
N/A	Devil type cards ATK x3.	
N/A	God type cards RCV x1.5.	
N/A	Dark attribute cards HP x1.35.	
N/A	Devil type cards ATK x2.5, RCV x2.5.	
N/A	God & Attacker type cards ATK x4 when HP is less than 80%.	
N/A	God & Attacker type cards ATK x4 when HP is less than 80%.	
N/A	Healer & God type cards ATK x3.5 when HP is greater than 50%.	
N/A	God & Devil type cards ATK x3 when HP is greater than 50%.	
N/A	Wood attribute cards ATK x3 when HP is greater than 50%.	
N/A	Dark attribute cards ATK x4 when HP is greater than 80%.	
N/A	Water attribute cards ATK x2.5 when HP is greater than 50%.	
N/A	Devil type cards ATK x3.5 when HP is greater than 50%.	
N/A	Fire, Water, Wood, Light & Dark attribute cards RCV x1.5. on the turn a skill is used. ( Multiple skills will not stack )	
N/A	Water attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
N/A	Wood attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
N/A	God & Devil attribute cards ATK x2 on the turn a skill is used. ( Multiple skills will not stack )	
N/A	Dark attribute cards ATK x2 on the turn a skill is used. ( Multiple skills will not stack )	
N/A	God attribute cards ATK x1.2 on the turn a skill is used. ( Multiple skills will not stack )	
N/A	Fire, Water, Wood, Light & Dark attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
N/A	Fire, Water, Wood, Light & Dark attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
N/A	Fire, Water, Wood, Light & Dark attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
N/A	Fire, Water, Wood, Light & Dark attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
N/A	Fire, Water, Wood, Light & Dark attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
N/A	Fire attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
N/A	Water attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
N/A	Wood attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
N/A	Light attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
N/A	Dark attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
N/A	Fire attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
N/A	Water attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
N/A	Wood attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
