MonsterID	MonsterName	MonsterNameJP	Rarity	AttributeOne	AttributeTwo	MonsterTypeOne	MonsterTypeTwo	MaxLevel	MaxHP	MaxATK	MaxRCV	NumOfAwokenSkills	UNKNOWN	LeaderSkillDesc	MonsterCost	ActiveSkillMaxCoolDown	ActiveSkillMaxLevel	ExperienceScale	MonsterTypeThree	UNKNOWNTWO
1821	guan yu	忠義神・ミニ関羽	5	1	5	6	1	50	1578	949	126	0	123	Dragon type cards ATK x3.5, RCV x1.5 when HP is greater than 50%.	35	12	7	400	0	0	
1822	valiant & loyal deity, guan yu	奮起の忠義神・ミニ関羽	6	1	5	6	1	99	3056	1437	203	3	123	Dragon type cards ATK x3.5, RCV x1.5 when HP is greater than 50%.	50	12	7	400	0	0	
1823	life dragon, zhuge liang	命龍神・ミニ諸葛亮	5	4	0	6	4	50	1025	852	439	0	123	Healer type cards ATK x4 when HP is full.	35	15	8	400	0	0	
1824	celestial life dragon, zhuge liang	天星の命龍神・ミニ諸葛亮	6	4	2	6	4	99	2052	1331	611	3	123	Healer type cards ATK x4 when HP is full.	50	15	8	400	0	0	
1825	I Love DeviBear	I LOVE デビベア	4	5	0	9	0	99	2279	915	108	8	61	All attribute cards ATK x2.5 when attacking with Fire, Wood & Dark orb types at the same time.	10	11	1	300	0	0	
1826	Red Angel, Rozuel	紅天使・ロズエル	5	1	2	6	5	50	1810	996	0	0	138	Attacker type cards ATK x1.25, RCV x1.25. All attribute cards ATK x3 when reaching Fire & Fire or Fire & Water combos.	20	10	6	400	0	1	
1827	Red-Winged Star Angel, Rozuel	紅翼の星天使・ロズエル	6	1	2	6	5	99	3620	1613	0	4	138	Attacker type cards ATK x1.25, RCV x1.25. All attribute cards ATK x3 when reaching Fire & Fire or Fire & Water combos.	30	10	6	400	0	0	
1828	Blue Angel, Famiel	蒼天使・ファミエル	5	2	4	6	4	50	1229	840	309	0	129	Healer type cards HP x1.25, ATK x1.25.	20	14	7	400	0	1	
1829	Blue-Winged Star Angel, Famiel	蒼翼の星天使・ファミエル	6	2	4	6	4	99	2458	1361	500	4	138	Healer type cards HP x1.25, ATK x1.25. All attribute cards ATK x3 when reaching Water & Water or Water & Light combos.	30	14	7	400	0	0	
1830	Green Angel, Ruel	翠天使・リュエル	5	3	5	6	9	50	1399	882	221	0	129	Devil type cards HP x1.25, ATK x1.25.	20	10	6	400	0	1	
1831	Green-Winged Star Angel, Ruel	翠翼の星天使・リュエル	6	3	5	6	9	99	2598	1509	368	4	138	Devil type cards HP x1.25, ATK x1.25. All attribute cards ATK x3 when reaching Wood & Wood or Wood & Dark combos.	30	10	6	400	0	0	
1832	Holy Angel, Ariel	聖天使・アリエル	5	4	1	6	5	50	1202	1051	190	0	129	Attacker type cards HP x1.25, ATK x1.25.	20	9	6	400	0	1	
1833	Holy-Winged Star Angel, Ariel	聖翼の星天使・アリエル	6	4	1	6	5	99	2405	1703	308	4	138	Attacker type cards HP x1.25, ATK x1.25. All attribute cards ATK x3 when reaching Light & Light or Light & Fire combos.	30	9	6	400	0	0	
1834	Dark Angel, Lumiel	魔天使・ルミエル	5	5	2	6	9	50	1584	945	116	0	138	Devil type cards ATK x1.25, RCV x1.25. All attribute cards ATK x3 when reaching Dark & Dark or Dark & Water combos.	20	14	7	400	0	1	
1835	Dark-Winged Star Angel, Lumiel	魔翼の星天使・ルミエル	6	5	2	6	9	99	3168	1532	187	4	138	Devil type cards ATK x1.25, RCV x1.25. All attribute cards ATK x3 when reaching Dark & Dark or Dark & Water combos.	30	14	7	400	0	0	
1836	Medjedra	メジェドラ	6	3	0	6	2	50	1411	813	192	0	131	Wood attribute cards ATK x3 when HP is greater than 50%.	30	18	11	400	0	0	
1837	Guardian of Dark Riches, Medjedra	冥穣の守護神・メジェドラ	7	3	1	6	2	99	2543	1318	311	3	138	Wood attribute cards ATK x3 when HP is greater than 50%. All attribute cards RCV x1.5 when God of Dark Riches, Osiris in the same team.	40	18	11	400	0	0	
1838	Stubborn Dragon King, Gainaut	頑龍王・ガイノウト	7	1	0	1	0	99	3983	1415	90	3	138	All attribute cards ATK x3 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x2 for each additional orb type, up to ATK x5 for all 5 matches. ATK x1.5 when simultaneously clearing 3 connected Jammer orbs.	80	18	11	600	0	0	
1839	Lightning Sky Stubborn Dragon King, Gainaut	雷天の頑龍王・ガイノウト	8	1	4	1	3	99	4283	1615	120	9	61	All attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x1 for each additional orb type, up to ATK x5 for all 5 matches.	90	18	11	600	0	0	
1840	Sea Dragon King, Volsung	海龍王・ヴォルスーン	7	2	0	1	0	99	3540	1678	60	3	61	All attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark.	80	16	11	600	0	0	
1841	Giant Arched Sea Dragon King, Volsung	大弯の海龍王・ヴォルスーン	8	2	1	1	5	99	4071	1812	65	9	61	All attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark.	90	16	11	600	0	0	
1842	Wind Dragon Queen, Linthia	風龍王・リンシア	7	3	0	1	0	99	3040	1528	300	3	61	All attribute cards ATK x4 when attacking with 5 of following orb types: Fire, Water, Wood, Light, Dark & Heart.	80	17	11	600	0	0	
1843	Crystal Wind Dragon Queen, Linthia	玻璃の風龍王・リンシア	8	3	5	1	2	99	3340	1678	360	9	138	All attribute cards ATK x4 when attacking with 5 of following orb types: Fire, Water, Wood, Light, Dark & Heart. ATK x2.5, RCV x2.5 when simultaneously clearing 3 connected Poison or Mortal Poison orbs.	90	17	11	600	0	0	
1844	Knight Dragon King, Nordis	騎龍王・ノルディス	7	4	0	1	0	99	3100	1380	352	3	129	Dragon type cards ATK x3. 25% Wood & Light damage reduction.	80	25	11	600	0	0	
1845	Unleashed Knight Dragon King, Nordis	解放の騎龍王・ノルディス	8	4	3	1	2	99	3610	1454	389	9	129	Dragon type cards ATK x4. 30% Wood & Light damage reduction.	90	25	11	600	0	0	
1846	Phantom Dragon King, Zaerog∞	幻龍王・ゼローグ∞	7	5	0	1	0	99	3552	1505	283	3	124	All attribute cards ATK x2 when reaching 2 set of Dark combos. ATK x2 for each additional combo, up to ATK x6 when reaching 4 combos.	80	17	11	600	0	0	
1847	Maleficent Phantom Dragon King, Zaerog∞	黒天の幻龍王・ゼローグ∞	8	5	2	1	3	99	4085	1625	305	9	138	All attribute cards ATK x2 when reaching 2 set of Dark combos. ATK x2.5 for each additional combo, up to ATK x7 when reaching 4 combos. Dragon type cards HP x1.1, ATK x1.1, RCV x1.1.	99	17	11	600	9	0	
1848	Angel of Secret Destiny, Elia	密命の天使・イーリア	7	4	4	6	4	99	2651	1523	614	6	129	God type cards ATK x3, RCV x1.5.	99	22	16	600	0	0	
1849	Psychopomp of Oblivion, Grisar	忘却の死神・グリザル	7	5	5	9	5	99	3047	2013	201	6	129	Devil type cards ATK x3, RCV x1.5.	99	22	16	600	0	0	
1850	Jagi	ジャギ	3	5	0	5	0	25	1085	558	11	0	121	Attacker type cards ATK x2.5.	7	0	0	150	0	0	
1851	Tyrannical Pupil, Jagi	暴虐の徒・ジャギ	4	5	0	5	0	70	2170	1255	21	2	121	Attacker type cards ATK x2.5.	12	11	6	300	0	0	
1852	Amiba	アミバ	3	5	0	5	0	25	891	567	67	0	121	Attacker type cards ATK x2, RCV x1.5.	7	0	0	150	0	0	
1853	Hokuto Shinken Imposter, Amiba	偽りの北斗神拳・アミバ	4	5	2	5	0	70	1783	1275	126	2	121	Attacker type cards ATK x2, RCV x1.5.	12	10	7	300	0	0	
1854	Uighur	ウイグル	3	5	0	5	0	25	1152	540	0	0	121	Attacker type cards HP x1.5, ATK x2.	7	0	0	150	0	0	
1855	The Warden, Uighur	獄長・ウイグル	4	5	0	5	0	70	2305	1215	0	2	121	Attacker type cards HP x1.5, ATK x2.	12	16	5	300	0	0	
1856	Ken-Oh, Raoh	拳王・ラオウ	5	5	0	9	0	50	1706	797	0	0	61	All attribute cards ATK x3 when attacking with Fire & Dark orb types at the same time.	12	20	11	400	0	0	
1857	Ruler of the Century's End, Raoh	世紀末覇者・ラオウ	6	5	1	9	0	99	3413	1793	0	2	61	All attribute cards ATK x3 when attacking with Fire & Dark orb types at the same time.	22	20	11	400	0	0	
1858	Raoh	ラオウ	5	1	0	9	0	50	1469	1250	39	0	119	ATK x3 when simultaneously clearing 6 connected Fire orbs.	12	12	6	400	0	1	
1859	Conqueror of the Heavens, Raoh	天の覇者・ラオウ	6	1	5	9	5	99	2738	2025	63	4	138	Devil type cards HP x1.2, ATK x1.2. ATK x3 when simultaneously clearing 6 connected Fire orbs.	22	12	6	400	0	0	
1860	Kenshiro	ケンシロウ	5	1	0	3	0	50	1802	1000	66	0	61	All attribute cards ATK x3.5 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark.	12	20	9	400	0	1	
1861	Hokuto Shinken Master, Kenshiro	北斗神拳・ケンシロウ	6	1	4	3	5	99	3505	1620	76	4	138	Attacker type cards ATK x1.2, RCV x1.2. All attribute cards ATK x3.5 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark.	22	20	9	400	0	0	
1862	Toki	トキ	5	2	0	4	0	50	1157	961	318	0	119	ATK x3 when simultaneously clearing 6 connected Water orbs.	12	20	8	400	0	1	
1863	Gentle Fist Master, Toki	柔の拳・トキ	6	2	4	4	5	99	2315	1707	532	4	138	Healer type cards HP x1.2, ATK x1.2. ATK x3 when simultaneously clearing 6 connected Water orbs.	22	20	8	400	0	0	
1864	Shin	シン	4	4	0	9	0	50	1255	1012	131	0	129	Devil type cards ATK x2.5.	10	15	6	300	0	1	
1865	Nanto Seiken Master, Shin	南斗聖拳・シン	5	4	5	9	0	99	2510	1640	212	3	129	Devil type cards ATK x2.5, RCV x1.5.	20	15	6	300	0	0	
1866	Rei	レイ	4	2	0	5	0	50	1010	989	255	0	129	Attacker type cards ATK x2.5.	10	11	6	300	0	1	
1867	Nanto Suichoken Master, Rei	南斗水鳥拳・レイ	5	2	4	5	0	99	2020	1602	374	3	129	Attacker type cards HP x1.5, ATK x2.5.	20	11	6	300	0	0	
1868	Juda	ユダ	4	3	0	2	0	50	1303	818	230	0	119	ATK x3 when simultaneously clearing 6 connected Wood orbs.	10	10	6	300	0	1	
1869	Nanto Kokakuken Master, Juda	南斗紅鶴拳・ユダ	5	3	5	2	0	99	2605	1325	373	3	119	ATK x3.5 when simultaneously clearing 7 connected Wood orbs.	20	10	6	300	0	0	
1870	Shew	シュウ	4	3	0	5	0	50	1490	969	71	0	129	Attacker type cards ATK x2.	10	11	6	300	0	1	
1871	Nanto Hakuroken Master, Shew	南斗白鷺拳・シュウ	5	3	4	5	0	99	2980	1570	115	3	138	Attacker type cards ATK x2. While your HP is 50% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	20	11	6	300	0	0	
1872	Thouzer	サウザー	4	4	0	9	0	50	2188	1354	-25	0	157	ATK x3 for clearing each Light orbs in a cross formation.	10	16	6	350	0	1	
1873	Holy Emperor, Thouzer	聖帝・サウザー	5	4	5	9	0	99	2885	1624	108	3	138	Devil type cards HP x1.5. ATK x3 for clearing each Light orbs in a cross formation.	20	16	6	350	0	0	
1874	Mamiya	マミヤ	4	1	0	4	0	50	1061	758	262	0	129	Healer type cards ATK x2.5.	10	11	6	300	0	1	
1875	Unrequited Warrior Woman, Mamiya	秘愛の女戦士・マミヤ	5	1	4	4	0	99	2123	1028	425	9	129	Healer type cards ATK x2.5, RCV x1.5.	20	11	6	300	0	0	
1876	zhao yun	ミニ趙雲	5	3	3	5	0	70	2786	1455	121	0	125	All attribute cards HP x1.5, ATK x2.5, RCV x1.5 when moral commanding deity, liu bei in the same team.	30	18	11	400	0	0	
1877	mighty dragon general, zhao yun	龍威の勇将軍・ミニ趙雲	6	3	4	5	1	99	2911	1511	110	3	125	All attribute cards HP x1.5, ATK x2.5, RCV x1.5 when moral commanding deity, liu bei in the same team.	40	18	11	400	0	0	
1878	Diagoldos	ディアゴルドス	6	1	0	1	0	50	1709	1059	65	0	43	65% all damage reduction when HP is full.	40	15	9	500	0	0	
1879	Armored Blade Dragon, Diagoldos	重装剣龍・ディアゴルドス	7	1	4	1	5	99	3418	1715	106	3	43	65% all damage reduction when HP is full.	50	15	9	500	0	0	
1880	Ruler of Toyama Bay, Cold Amberjack	富山湾の絶対王者・寒ブリ	6	2	2	3	0	99	3370	1233	76	3	138	All attribute cards ATK x3 when attacking with Fire, Water & Light orb types at the same time. Physical type cards HP x1.35.	30	13	6	400	0	0	
1881	Twin Blade Brave, Shotel	双曲剣の勇士・ショーテル	5	1	3	5	0	99	2916	1719	221	5	129	Wood attribute cards ATK x3.5.	15	10	8	500	0	1	
1882	Double-Edged Blade Brave, Claymore	両刃剣の勇士・クレイモア	5	2	1	5	0	99	2601	1750	300	5	129	Fire attribute cards ATK x3.5.	15	10	8	500	0	1	
1883	Nameless Blade Brave, Masamune	無銘刀の勇士・正宗	5	3	2	5	0	99	2304	2006	251	5	129	Water attribute cards ATK x3.5.	15	10	8	500	0	1	
1884	Curved Blade Brave, Kopis	曲刃剣の勇士・コピス	5	4	1	5	0	99	3101	1708	188	5	129	Fire attribute cards ATK x3.5.	15	10	8	500	0	1	
1885	Massive Blade Brave, Zweihander	巨重剣の勇士・ツヴァイハンダー	5	5	2	5	3	99	4002	1852	271	5	138	Water attribute cards ATK x3.5. All attribute cards ATK x2, RCV x2 when reaching 7 or more combos.	15	10	8	500	0	1	
1891	Raoh ChibiDra	ラオウちびドラ	3	5	0	8	0	1	150	150	150	0	0	..	1	12	6	150	0	0	
1896	Earth Dragon Swordsman	地の龍剣士	4	3	0	1	0	50	1130	558	155	0	129	Dragon type cards ATK x2.	9	11	6	150	0	1	
1897	Earth Dragon Knight	アースドラゴンナイト	5	3	3	1	0	99	2260	1255	294	4	129	Dragon type cards ATK x2.5.	14	11	6	300	0	1	
1898	Dark Dragon Swordsman	闇の龍剣士	4	5	0	1	0	50	1175	576	128	0	129	Dragon type cards ATK x2.	9	11	6	150	0	1	
1899	Shadow Dragon Knight	シャドウドラゴンナイト	5	5	5	1	0	99	2350	1295	242	4	129	Dragon type cards ATK x2.5.	14	11	6	300	0	1	
1916	Music Dragon, Legelonte	音楽龍・レジェロンテ	5	2	2	1	12	99	2606	1106	518	3	98	ATK x1.5 at 2 combos. ATK x0.5 for each additional combo, up to ATK x3 at 5 combos.	20	17	11	400	0	0	
1917	Hungry Peko Dragon	ハラペコ・ペコどら	4	1	0	1	4	99	2012	805	508	3	138	Healer & Dragon type cards HP x1.35, RCV x1.35. All attribute cards ATK x2.5 when attacking with Fire & Light orb types at the same time.	10	9	5	300	0	0	
1918	Battle Flower Spirit, Mandrake	戦華の精霊・マンドレイク	4	3	0	5	0	99	2106	1516	0	3	133	All attribute cards ATK x2.5 on the turn a skill is used. ( Multiple skills will not stack )	10	7	6	300	0	0	
1919	Rumbling Firedragon, Armored Tyrannos	轟炎龍・アームドティラノス	6	1	2	1	5	99	2445	1514	231	7	138	Dragon type cards RCV x1.5. Fire attribute cards ATK x3.	15	26	23	150	0	0	
1920	Phantom Icedragon, Mirage Plesios	幻氷龍・ミラージュプレシオス	6	2	3	1	3	99	3095	1156	264	7	138	Dragon type cards RCV x1.5. Water attribute cards ATK x3.	15	29	23	150	0	0	
1921	Wild Flowerdragon, Howling Brachys	猛花龍・ハウルブラキオス	6	3	1	1	2	99	2528	1281	346	7	138	Dragon type cards RCV x1.5. Wood attribute cards ATK x3.	15	29	23	150	0	0	
1922	Zeus & Hera	ゼウス＆ヘラ	7	4	5	6	9	99	3765	1261	312	3	139	All attribute cards ATK x3 when HP is full.	50	38	16	600	0	0	
1923	Loving Heavenly Deities, Zeus & Hera	相思の天界神・ゼウス＆ヘラ	8	4	5	6	9	99	3965	1361	362	8	139	All attribute cards ATK x3.5 when HP is greater than 80%. ATK x3 when HP is greater than 50%.	60	38	16	600	0	0	
1925	War Deity of the Magic Spear, Odin	魔槍の秘術神・オーディン	8	2	5	6	3	99	4531	1291	548	9	138	Water attribute & God type cards HP x2, ATK x2.5. ATK x1.5 when simultaneously clearing 4 connected Water orbs.	60	17	12	400	0	0	
1926	Heaven-Shaking Thunderdragon, Indra	破天の雷霆龍・インドラ	7	4	4	1	2	99	3450	1467	319	6	129	Balanced & Dragon type cards ATK x3, RCV x1.35.	40	20	6	400	0	0	
1927	Abyssal Darkdragon, Vritra	深獄の暗黒龍・ヴリトラ	7	5	5	1	9	99	3867	1625	111	6	129	Dragon & Devil type cards HP x1.35, ATK x3.	40	15	9	400	0	0	
1928	Awoken Venus	覚醒ヴィーナス	7	4	2	9	4	99	3075	1436	645	9	129	Light attribute & Healer type cards ATK x2.5. 50% Water, Light & Dark damage reduction.	30	9	6	400	0	0	
1929	Tyrra-bean	まめティラ	1	1	0	1	0	5	124	61	10	0	0	..	1	2	2	150	0	0	
1930	Plessie-bean	まめプレシィ	1	2	0	1	0	5	135	52	12	0	0	..	1	2	2	150	0	0	
1931	Brachy-bean	まめブラッキィ	1	3	0	1	0	5	148	49	16	0	0	..	1	2	2	150	0	0	
1936	Kapibara-san & White-san	カピバラさんとホワイトさん	5	3	2	3	4	99	3047	518	304	2	61	All attribute cards ATK x2.5 when attacking with Water, Wood & Heart orb types at the same time.	20	10	8	300	0	0	
1944	Kaguya-Hime	かぐや姫	6	3	0	4	0	50	1097	870	384	0	133	Wood attribute cards ATK x4 on the turn a skill is used. ( Multiple skills will not stack )	20	14	11	400	0	0	
1945	Bamboo Cutter's Blossom, Kaguya-Hime	竹取の翠月花・かぐや姫	7	3	4	4	6	99	2195	1409	623	3	133	Wood attribute cards ATK x4 on the turn a skill is used. ( Multiple skills will not stack )	30	14	11	400	0	0	
1946	Red Dragonbound, Gadius	赤龍契士・ガディウス	5	1	0	1	0	50	1531	743	372	0	138	Dragon type cards HP x1.35. All attribute cards ATK x3 when reaching 1 set of Heart combo. ATK x3.5 for each additional combo, up to ATK x6.5 when reaching 2 combos.	30	16	8	500	0	1	
1947	Lightning Red Dragonbound, Gadius	浄雷の赤龍契士・ガディウス	6	1	4	1	4	99	2663	1204	723	5	138	Dragon type cards HP x1.35. All attribute cards ATK x3 when reaching 1 set of Heart combo. ATK x3.5 for each additional combo, up to ATK x6.5 when reaching 2 combos.	50	16	8	500	0	0	
1948	Black Dragonbound, Typhon	黒龍契士・ティフォン	6	5	0	1	0	50	1906	954	177	0	138	Dragon type cards HP x1.35. ATK x2 when simultaneously clearing 3 connected Heart orbs. ATK x1.5 for each additional orb, up to ATK x6.5 at 6 connected orb.	40	16	8	500	0	1	
1949	Lightning Black Dragonbound, Typhon	滅雷の黒龍契士・ティフォン	7	5	2	1	2	99	3813	1546	286	6	138	Dragon type cards HP x1.35. ATK x2 when simultaneously clearing 3 connected Heart orbs. ATK x1.5 for each additional orb, up to ATK x6.5 at 6 connected orb.	60	16	8	500	0	0	
1950	White Beast Demon, Ilm	白獣魔・イルム	6	4	1	9	0	50	1637	1086	0	0	124	All attribute cards ATK x3.5 when reaching Light, Light & Fire or Light & Fire & Fire combos. ATK x2.5 for each additional combo, up to ATK x6 when reaching Light, Light, Fire & Fire 4 combos combination.	40	19	8	500	0	1	
1951	Tome-Creating White Phantom Demon, Ilm	創書の白幻魔・イルム	7	4	1	9	5	99	3275	1759	311	6	124	All attribute cards ATK x3.5 when reaching Light, Light & Fire or Light & Fire & Fire combos. ATK x2.5 for each additional combo, up to ATK x6 when reaching Light, Light, Fire & Fire 4 combos combination.	60	19	8	500	0	0	
1952	Black Beast Demon, Zuoh	黒獣魔・ズオー	5	5	3	9	0	50	2297	908	0	0	124	All attribute cards ATK x3.5 when reaching Dark, Dark & Wood or Dark & Wood & Wood combos. ATK x2.5 for each additional combo, up to ATK x6 when reaching Dark, Dark, Wood & Wood 4 combos combination.	30	14	7	500	0	1	
1953	Enraged Black Phantom Demon, Zuoh	憤激の黒幻魔・ズオー	6	5	3	9	3	99	4595	1471	0	5	124	All attribute cards ATK x3.5 when reaching Dark, Dark & Wood or Dark & Wood & Wood combos. ATK x2.5 for each additional combo, up to ATK x6 when reaching Dark, Dark, Wood & Wood 4 combos combination.	50	14	7	500	0	0	
1954	Awoken Shiva	覚醒シヴァ	7	1	1	5	9	99	3931	2002	53	8	129	Fire attribute cards ATK x1.5, RCV x1.5.	35	13	7	400	0	0	
1955	Awoken Lakshmi	覚醒ラクシュミー	7	2	2	3	6	99	4897	1436	100	8	138	Water attribute cards ATK x2.5, RCV x1.5. ATK x1.5 when simultaneously clearing 4 connected Heart orbs. ATK x0.5 for each additional orb, up to ATK x3 at 7 connected orb.	35	12	5	400	0	0	
1956	Awoken Parvati	覚醒パールヴァティー	7	3	3	2	9	99	3243	1656	473	8	138	Wood attribute cards ATK x2.5, RCV x1.5. ATK x1.5 when simultaneously clearing 4 connected Heart orbs. ATK x0.5 for each additional orb, up to ATK x3 at 7 connected orb.	35	9	5	400	0	0	
1957	Fire Cat Dragon, Tabby Nyadra	火の猫龍・シマニャドラ	5	1	0	1	0	99	1890	1488	198	2	138	Fire attribute cards ATK x3 when HP is less than 50%. While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	12	10	8	400	0	0	
1958	Water Cat Dragon, Russian Nyadra	水の猫龍・ロシニャドラ	5	2	0	1	0	99	1598	1166	479	2	138	Water attribute cards ATK x3 when HP is less than 50%. While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	12	10	8	400	0	0	
1959	Wood Cat Dragon, Calico Nyadra	木の猫龍・ミケニャドラ	5	3	0	1	0	99	2430	1243	182	2	94	Wood attribute cards ATK x3 when HP is less than 50%.	12	10	8	400	0	0	
1960	Light Cat Dragon, Persian Nyadra	光の猫龍・ペルニャドラ	5	4	0	1	0	99	2700	1400	7	2	94	Light attribute cards ATK x3 when HP is less than 50%.	12	18	11	400	0	0	
1961	Dark Cat Dragon, Black Nyadra	闇の猫龍・クロニャドラ	5	5	0	1	0	99	1697	1750	99	2	138	Dark attribute cards ATK x3 when HP is less than 50%. While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	12	20	11	400	0	0	
1962	Red DeviNyan	アカデビニャン	3	1	0	9	0	30	229	478	334	0	0	..	8	17	7	150	0	0	
1963	Blue DeviNyan	アオデビニャン	3	2	0	9	0	30	252	435	355	0	0	..	8	9	6	150	0	0	
1964	Green DeviNyan	ミドリデビニャン	3	3	0	9	0	30	260	459	336	0	0	..	8	9	6	150	0	0	
1965	White DeviNyan	シロデビニャン	3	4	0	9	0	30	257	451	334	0	0	..	8	18	6	150	0	0	
1966	Black DeviNyan	クロデビニャン	3	5	0	9	0	30	265	432	349	0	0	..	8	17	10	150	0	0	
1967	Sacred Dragon King Saiga Another	聖龍王サイガ アナザー	5	3	0	1	0	50	1200	690	136	0	129	Wood attribute cards ATK x3.	10	12	6	400	0	1	
1968	Light Dragon King Saiga Another	光龍王サイガ アナザー	6	3	4	1	0	99	3100	1518	256	5	136	Wood attribute cards ATK x3. Light attribute cards RCV x2.	15	12	6	400	0	0	
1969	Shinra Dragon God Saiga Another	神羅聖龍神サイガ アナザー	7	3	4	1	6	99	3300	1618	316	8	136	Wood attribute cards ATK x3. Light attribute cards RCV x2.	25	12	6	400	0	0	
1970	War Princess Asmodeus Another	魔戦姫アスモディエス アナザー	5	5	0	9	0	50	1296	741	374	0	61	All attribute cards ATK x4.5 when attacking with 5 of following orb types: Fire, Water, Wood, Light, Dark & Heart.	10	14	6	400	0	1	
1971	Phantom Demon Queen Asmo-Deus Another	幻魔王アスモ・デウス アナザー	6	5	3	9	4	99	2593	1301	607	5	138	Devil type cards HP x1.35. All attribute cards ATK x4.5 when attacking with 5 of following orb types: Fire, Water, Wood, Light, Dark & Heart.	20	14	6	400	0	0	
1972	Fire Hammer Kiriko Another	炎鎚のキリコ アナザー	5	1	0	4	0	50	1044	952	340	0	129	Fire attribute cards ATK x3.	10	14	6	400	0	1	
1973	Shining Wing Kiriko Another	光翼聖天キリコ アナザー	6	1	4	4	5	99	2288	1543	551	8	136	Fire attribute cards ATK x3. Light attribute cards HP x2.	20	14	6	400	0	0	
1974	Shinra Sorcerer God Moebius	神羅魔導神メビウス	4	5	4	9	6	99	2928	1491	240	5	66	All attribute cards ATK x3 when reaching 5 combos or above.	12	20	11	400	0	1	
1975	Shinra Sacred Demon God Ark	神羅聖魔神アーク	4	5	3	2	6	99	2552	1237	300	6	129	Balanced type cards HP x1.5, ATK x2.5.	12	20	9	350	0	1	
1976	Shinra Light Dragon God Ryuga	神羅光龍神リュウガ	4	4	4	1	6	99	2262	1612	162	6	119	ATK x3 when simultaneously clearing 6 connected Light orbs. ATK x0.5 for each additional orb, up to ATK x3.5 at 7 connected orb.	12	14	7	350	0	1	
1977	Shinra Golden God Maxius	神羅黄金神マキシウス	4	4	2	4	6	99	2204	1023	535	6	124	All attribute cards ATK x3 when reaching Light & Water combos.	12	20	9	350	0	1	
1978	Shinra Ultimate God Kai	神羅終極神カイ	4	5	4	9	6	99	2640	1426	302	4	138	Devil type cards ATK x2, RCV x2. 100% chance to deal counter Dark damage of 2x damage taken.	12	20	9	350	0	1	
1979	Shinra Soul Beast Sai	神羅魂獣神サイ	4	1	5	1	6	99	3080	1612	65	5	129	Fire & Dark attribute cards ATK x2, RCV x2.	12	20	9	350	0	1	
1980	Shinra Sun God Apollo	神羅太陽神アポロ	4	1	2	5	6	99	2301	1860	0	6	61	All attribute cards ATK x3.5 when attacking with Fire, Water & Light orb types at the same time.	12	20	9	350	0	1	
1981	Shinra Sacred Dragon God Saiga	神羅聖龍神サイガ	4	3	4	1	6	99	2992	1352	95	6	129	Wood & Light attribute cards ATK x2, RCV x2.	12	20	9	350	0	1	
1982	Shinjo Kagato	真城火牙刀	4	1	0	5	0	50	1008	855	69	0	129	Fire attribute cards ATK x2.	10	28	11	400	0	0	
1983	Raging Kagato	烈火の火牙刀	5	1	1	5	0	99	2315	1925	130	2	129	Fire attribute cards ATK x2.5.	20	28	11	400	0	0	
1984	Crystal Ruler Hikari - Tenchi	水晶天子ヒカリ・天地	4	4	0	4	0	50	1053	504	323	0	129	Healer type cards ATK x2.	10	13	6	400	0	0	
1985	Crystal Ruler Hikari - Itsuki	水晶天子ヒカリ・一鬼	5	4	4	4	0	99	2105	1135	611	2	129	Healer type cards HP x2, ATK x2.	20	13	6	400	0	0	
1986	Flo Gist	フロギスト	3	1	0	2	0	25	999	522	65	0	129	Fire attribute cards ATK x1.5.	5	0	0	150	0	0	
1987	Bem Gist	ベム・ギスト	4	1	0	2	0	70	1998	1175	124	2	129	Fire attribute cards HP x1.5, ATK x1.5.	10	12	6	300	0	0	
1988	Snow Beast Yeye	雪獣イエイエ	3	2	0	3	0	25	1598	333	11	0	129	Water attribute cards ATK x1.5.	5	0	0	150	0	0	
1989	Gon Yeye	ゴン・イエイエ	4	2	0	3	0	70	3195	750	21	2	129	Water attribute cards ATK x1.5, RCV x1.5.	10	12	6	300	0	0	
1990	Gardener Pochika	ガードナー・ポーチカ	3	3	0	4	0	25	707	378	254	0	129	Wood attribute cards ATK x1.5.	5	0	0	150	0	0	
1991	Lulu Pochika	ルル・ポーチカ	4	3	0	4	0	70	1415	850	481	2	129	Wood attribute cards ATK x1.5, RCV x1.5.	10	12	6	300	0	0	
1992	Lard	ラード	3	5	0	9	0	25	756	653	48	0	129	Dark attribute cards ATK x1.5.	5	0	0	150	0	0	
