min_cooldown	effect	name	max_cooldown	
6	Increase skyfall chance of Fire & Light orbs by 10% for 2 turn. Randomly spawn 2 Fire & Light orbs from non Fire & Light orbs.	Hiten Mitsurugi-ryu: Ryushosen	11	
7	Change own attribute to Dark for 1 turn. Inflict Dark damage equal to ATK x50 to 1 enemy. Affected by enemy element and defense.	Hold still for me	17	
14	Change all orbs to Water & Dark orbs. Reduces cooldown of other skills by 2 turns.	Holiday Summoning Circle-Wt & Dk	19	
6	Deal 20000 Light damage to all enemies. Affected by enemy element and defense. Change Water orbs to Light orbs.	Holy Ball	15	
8	Inflict Light damage equal to ATK x20 to all enemies. Affected by enemy element and defense. Light attribute ATK x1.5 for 2 turns.	Holy Breath	29	
10	Healer type cards ATK x2.5 for 2 turns. Deal 100000 damage to 1 enemy. Ignore enemy element and defense.	Holy Crest	15	
14	Change all orbs to Fire & Wood orbs. Reduces cooldown of other skills by 2 turns.	Holy Draco Summoning Circle-Fr & Wd	19	
13	Inflict Light damage equal to ATK x30 to 1 enemy. Affected by enemy element and defense.	Holy Gift	13	
10	Balanced type cards ATK x2.5 for 1 turn. Inflict Light damage equal to ATK x100 to all enemies in exchange for reducing HP to 1. Affected by enemy element and defense.	Holy Grail	14	
7	Change Dark orbs to Light orbs. Reduces cooldown of other skills by 1 turn.	Holy Star	22	
8	Change all orbs to Water, Wood & Light & Dark orbs. Deal 100000 damage to all enemies. Ignore enemy element and defense.	Holy Water Hymn	14	
13	Delay 2 turns to all enemies. Healer type cards ATK x2 for 2 turns.	Honest Insight	18	
25	Change all orbs to Water orbs. Inflict Poison damage equal to ATK x100 to all enemies every turn. Ignore enemy element and defense.	Hope of Noah	40	
1	Deal 500 Wood damage to all enemies. Affected by enemy element and defense. Recover 500 HP.	Hot Spring of Kusatsu	6	
9	Deal 10000 damage to all enemies. Ignore enemy element and defense. Recover 50% of max HP. Bind recovery for 5 turns.	Houyoku Tenshou	13	
7	Inflict Poison damage equal to ATK x8 to all enemies every turn. Ignore enemy element and defense. Randomly spawn 3 Poison orbs from non Poison orbs.	How nice...	17	
3	Randomly spawn 2 Heart orbs from non Wood & Heart orbs. Change Jammer, Poison & Mortal Poison orbs to Wood orbs.	Hurricane Shout	8	
16	Inflict Poison damage equal to ATK x100 to all enemies every turn. Ignore enemy element and defense. Reduces cooldown of other skills by 2 turns.	Hydra Horn	21	
15	God type cards ATK x1.5 for 1 turn. Inflict Poison damage equal to ATK x10 to all enemies every turn. Ignore enemy element and defense.	Hydra's Poison	20	
20	Inflict Dark damage equal to ATK x250 to 1 enemy. Affected by enemy element and defense. Reduces cooldown of other skills by 1 turn.	Hyperdrive	30	
7	Recover RCV x7 HP. Bind recovery for 3 turns. Reduces cooldown of other skills by 1 turn.	Hyper Heal	11	
5	Change Heart, Jammer, Poison & Mortal Poison orbs to Water orbs. Bind recovery for 3 turns.	Hysteric Nightmare	35	
13	Reduces cooldown of other skills by 2 turns. Enhance Fire, Water, Wood, Light, Dark & Heart orbs. +6% per orb.	I am the chosen one.	18	
8	Removes lock status on orbs. Change all orbs to Fire, Water & Wood & Light & Dark orbs.	I am the path to the world of Spirits!	13	
7	Increase skyfall chance of Light orbs by 15% for 3 turns. Reduces cooldown of other skills by 1 turn.	I can do it by myself	12	
7	Deal 50000 damage to 1 enemy. Ignore enemy element and defense. Randomly spawn 2 Light orbs from non Light orbs.	I can do it too!!	12	
6	Deal Light damage to all enemies based on player's HP %. ATK x50 at 100% HP up to ATK x250 at 1 HP. Affected by enemy element and defense.	I can't stand that!!	11	
10	Deal 3000 Water damage to all enemies. Affected by enemy element and defense.	Ice Ball	25	
10	Inflict Water damage equal to ATK x5 to all enemies. Affected by enemy element and defense.	Ice Breath	20	
13	Inflict Water damage equal to ATK x30 to 1 enemy. Affected by enemy element and defense.	Ice Gift	13	
7	Inflict Water damage equal to ATK x30 to all enemies. Affected by enemy element and defense. Attacker type cards ATK x1.5 for 2 turns.	Ice Wind	19	
15	Fire attribute ATK x2 for 3 turns. Reduces cooldown of other skills by 1 turn.	Ignis Enhancement	18	
9	50% damage reduction for 1 turn. Reduces cooldown of other skills by 1 turn.	I have become a summoner!	14	
10	Randomly spawn 7 Heart orbs from non Light & Heart orbs. Increases time limit of orb movement by 7 seconds for 1 turn.	I have nothing else.	15	
10	Enhance Dark orbs. +6% per orb, up to +180% for full board. Delay 1 turn to all enemies.	I knew you could do it.	15	
3	Inflict Light damage equal to ATK x10 to 1 enemy in exchange for reducing HP to 1. Affected by enemy element and defense. Attacker & Physical type cards ATK x1.5 for 1 turn.	I'll become a delinquent from today on!!	8	
7	Increase skyfall chance of Light & Heart orbs by 10% for 5 turn. Bind recovery for 3 turns.	I'll believe in him	12	
4	Change Heart orbs to Dark orbs, Light orbs to Jammer orbs.	I'll be the one to do it!	9	
12	Deal 1000 damage to all enemies. Ignore enemy element and defense. 35% damage reduction for 1 turn.	I'll crush that power!!	22	
20	ATK x1 + ( 0.5x for every Enhanced Dark Attribute on the team ) for 1 turn.	I'll end this... in an instant.	24	
6	Change Light, Poison & Mortal Poison orbs to Wood orbs. Increases time limit of orb movement by 150% for 2 turns.	I'll fulfill my goal.	11	
9	All attribute cards RCV x0.5 for 3 turns. Change all orbs to Fire & Dark orbs.	I'll give it everything I've got!	14	
7	30% damage reduction for 6 turns.	I'll hold out nya!	12	
7	Recover 30% of max HP. Bind recovery for 3 turns. Reduces cooldown of other skills by 1 turn.	I'll kill them all!	12	
8	Randomly spawn 6 Light orbs from non Light orbs. Increases time limit of orb movement by 150% for 1 turn.	I'll navigate!	13	
9	Change all orbs to Fire, Wood & Light & Dark & Heart orbs. Reduces cooldown of other skills by 1 turn.	I'll protect you with my life	14	
19	Devil type cards ATK x4 for 1 turn. Inflict Dark damage equal to ATK x50 to 1 enemy in exchange for reducing HP to 1. Affected by enemy element and defense.	I'll put a stop to it...or die trying!	24	
5	Randomly spawn 4 Dark & Jammer orbs from non Dark & Jammer orbs.	I'll put holes all over you!	13	
13	100% damage reduction for 1 turn. Reduces cooldown of other skills by 1 turn.	I'll send you to Hell!	18	
10	Deal 77 damage to 1 enemy. Ignore enemy element and defense. Randomly spawn 7 Light orbs from non Light orbs.	I'll Send You to Hell!	15	
7	Inflict Light damage equal to ATK x10 to 1 enemy. Affected by enemy element and defense. All attribute cards RCV x1.2 for 6 turns.	I'll support you nya!	12	
7	Randomly spawn 4 Water orbs from non Water orbs. Reduces cooldown of other skills by 1 turn.	I'll survive no matter what!	12	
4	35% damage reduction for 1 turn.	I'll take you one on one!	14	
10	Reduce enemies' defense by 35% for 1 turn. Effects carry forward on sweep. 35% damage reduction for 1 turn.	I'll use all my strength	20	
7	Inflict Dark damage equal to ATK x10 to all enemies. Affected by enemy element and defense. Bind recovery for 3 turns.	Illusory Spectral Sword	17	
10	Deal 50000 damage to all enemies. Ignore enemy element and defense. Delay 1 turn to all enemies.	I'll win for sure!!	15	
8	Change Heart, Jammer, Poison & Mortal Poison orbs to Fire orbs. Increase skyfall chance of Fire orbs by 15% for 3 turn.	I'm fine with being a crow!!	13	
6	Increase skyfall chance of Fire & Light orbs by 10% for 5 turn.	I'm gonna crush you!!	11	
13	Enhance Light & Dark orbs. +6% per orb. Reduces cooldown of other skills by 2 turns.	I'm gonna eat you!	17	
7	Randomly spawn 5 Water orbs from non Water orbs. Enhance Water & Heart orbs. +6% per orb, up to +180% for full board.	I'm gonna put you out of your misery	12	
6	Enhance Dark orbs. +6% per orb. 35% damage reduction for 1 turn.	I'm gonna smash you into pieces	16	
6	30% damage reduction for 4 turns.	Immortal Guard	11	
15	Reduce 15% of all enemies' HP. Ignore enemy element and defense. Reduce enemies' defense to 0 for 1 turn. Effects carry forward on sweep.	Implosion	25	
15	Inflict Light damage equal to ATK x150 to 1 enemy. Affected by enemy element and defense. Reduces cooldown of other skills by 1 turn.	Improved Sweet Shoot	20	
13	Reduce enemies' defense by 50% for 1 turn. Effects carry forward on sweep. Delay 1 turn to all enemies.	I'm seeing through your game!	23	
7	Inflict Dark damage equal to ATK x10 to 1 enemy. Affected by enemy element and defense. Dragon type cards ATK x1.2 for 5 turns.	I'm serious now nya!	12	
9	Deal 100000 damage to 1 enemy. Ignore enemy element and defense. Change 2nd row from the bottom into Fire orbs.	I'm taking on the baseball world!	14	
7	Change Wood orbs to Water orbs, Heart orbs to Dark orbs.	I mustn't run away	12	
13	100% damage reduction for 1 turn. Enhance Fire, Water, Wood, Light, Dark & Heart orbs. +6% per orb.	Incisive Brilliance	24	
7	Counter 5x damage taken with Fire for 4 turns. Change Wood, Jammer, Poison & Mortal Poison orbs to Fire orbs.	Infernal Heat	11	
11	Change top-most row into Fire orbs. Deal 1000 damage to all enemies. Ignore enemy element and defense.	Inferno Blast	31	
8	Inflict Dark damage equal to ATK x20 to all enemies. Affected by enemy element and defense. Dark attribute ATK x1.5 for 2 turns.	Inferno Breath	29	
8	Attacker type cards ATK x2 for 1 turn. Reduces cooldown of other skills by 1 turn.	Infinite Mass Punch	13	
8	Change left-most column into Water orbs and the right-most column into Wood orbs. Reduces cooldown of other skills by 1 turn.	In the name of Yakumo, I command you!	13	
11	Delay 1 turn to all enemies. Change Dark orbs to Wood orbs.	Intimidating Shout	20	
8	Delay 1 turn to all enemies. Change Jammer orbs to Dark orbs.	Intimidation	11	
11	Reduce 20% of all enemies' HP. Ignore enemy element and defense. Delay 1 turn to all enemies.	Inversion - Boisterous Dance	15	
13	Change all orbs to Fire & Dark orbs. Reduces cooldown of other skills by 1 turn.	Inversion-Draco Summoning Circle-Fr & Dk	17	
7	Enhance Wood & Light orbs. +6% per orb, up to +180% for full board. Reduces cooldown of other skills by 1 turn.	Inversion - Glitter of Aegis	12	
9	Randomly spawn 4 Wood & Heart orbs from non Wood & Heart orbs. Reduces cooldown of other skills by 1 turn.	Inversion - Green Life	14	
8	Change all orbs to Water, Dark & Jammer orbs.	I recognize you as my enemy	23	
5	35% damage reduction for 1 turn. Randomly spawn 3 Heart orbs from non Wood & Heart orbs.	I reject.	10	
15	50% damage reduction for 5 turns.	Iron Wall Stance	20	
8	Change Wood orbs to Dark orbs, Fire orbs to Heart orbs. Change own attribute to Dark for 4 turns.	It only makes you look weak.	13	
7	Give 7 seconds to move orbs without triggering matches.	IT'S A SHOW TIME!	12	
10	Change left-most column into Wood orbs and the right-most column into Wood orbs. Reduces cooldown of other skills by 1 turn.	It's just a trick I learned from my dad	15	
4	Randomly spawn 4 Dark orbs from non Dark orbs.	It's my turn now!!	9	
7	Change right-most column into Light orbs. Reduces cooldown of other skills by 1 turn.	It's not my problem.	12	
12	Reduces cooldown of other skills by 2 turns. Give 8 seconds to move orbs without triggering matches.	I want to change that future, too.	17	
6	Change Heart, Poison & Mortal Poison orbs to Fire orbs. Increases time limit of orb movement by 1 second for 2 turns.	I want to fight too	11	
10	50% damage reduction for 2 turns.	I will protect you	15	
10	Change all orbs to Water, Light & Dark & Heart orbs. Reduces cooldown of other skills by 1 turn.	I will show you no mercy!	15	
7	Change Wood, Jammer, Poison & Mortal Poison orbs to Fire orbs. Reduces cooldown of other skills by 1 turn.	I won't even need the push of my farts!	12	
8	Change Heart orbs to Light orbs. 35% damage reduction for 3 turns.	I won't give up!	13	
12	ATK x1 + ( 0.3x for every Enhanced Fire Attribute, Enhanced Wood Attribute on the team ) for 1 turn.	I won't let you die!	17	
7	Bind recovery for 4 turns. Reduces cooldown of other skills by 1 turn.	Jack-o'-Lantern	12	
4	Recover 4000 HP. Randomly spawn 1 Light orbs from non Light orbs.	Japan's Top Four Udon	10	
7	Increase skyfall chance of Fire & Light orbs by 10% for 3 turn. Reduces cooldown of other skills by 1 turn.	Jingle Bells	17	
10	Counter 3x damage taken with Light for 3 turns.	Judgement in Holy Night	20	
8	Inflict Water damage equal to ATK x1-50 to 1 enemy. Affected by enemy element and defense. Physical type cards ATK x2 for 1 turn.	Jump	13	
16	Change all orbs to Wood orbs.	Jupiter Genesis	30	
8	Machine type cards ATK x1.5 for 1 turn. Bind recovery for 3 turns.	Justice Mode	23	
11	Delay 2 turns to all enemies. Bind recovery for 2 turns.Awoken Bind recovery for 2 turns.	Just leave it to me!	16	
7	Change Heart & Jammer orbs to Fire orbs. Reduces cooldown of other skills by 1 turn.	Just stay close to me.	12	
9	Increase skyfall chance of Water orbs by 15% for 2 turns. Randomly spawn 6 Water orbs from non Water orbs.	Kaiten-Kenbu Rokuren	14	
6	Change Light & Jammer orbs to Fire orbs. Recover 30% of max HP.	Kansatsu Tobikunai	11	
8	Full bind recovery. Reduces cooldown of other skills by 1 turn.	Keeeeeeen!	13	
3	Inflict damage equal to ATK x5 to 1 enemy, and drain 100% of the damage you dealt. Affected by enemy element and defense.	Kerokero Attack!	7	
9	Activate a random skill. This includes: Change the World, Ultra Gravity, Orb Refresh, Southern Seven-Star Formation, Eastern Seven-Star Formation, Northern Seven-Star Formation, Western Seven-Star Formation	Killing Joke	14	
6	35% damage reduction for 2 turns. Inflict Dark damage equal to ATK x50 to all enemies. Affected by enemy element and defense.	Killing Sword of Shakku's	16	
5	Recover 1000 HP.	King's Smile	5	
10	Reduce 20% of all enemies' HP. Ignore enemy element and defense. Bind recovery for 3 turns.	Kirin's Boisterous Dance	14	
5	Enhance Dark & Fire orbs. +6% per orb, up to +180% for full board.	Kiss of Demonic Fire Queen	15	
7	Reduces cooldown of other skills by 1 turn. Enhance Fire & Light orbs. +6% per orb.	Know divine wrath!	12	
10	Change all orbs to Wood, Dark & Heart orbs. Reduces cooldown of other skills by 1 turn.	Kryptonite Spear	15	
8	Reduces cooldown of other skills by 1 turn. Reshuffle all orbs.	Landscape-Patterned Cup	13	
8	Delay 1 turn to all enemies. Increases time limit of orb movement by 1 second for 1 turn.	Lasso of Truth	13	
7	Counter 5x damage taken with Wood for 4 turns. Change Fire, Jammer, Poison & Mortal Poison orbs to Wood orbs.	Lazy Smile	11	
10	Change Heart & Dark orbs to Wood orbs. Recover 30% of max HP.	Leading a Comeback	15	
6	Recover 30% of max HP. Change Dark orbs to Heart orbs.	Lemon Shower	13	
7	Randomly spawn 6 Wood orbs from non Wood orbs.	Let me win!!	12	
14	Dragon type cards ATK x1.5 for 1 turn. Inflict damage equal to ATK x50 to 1 enemy. Affected by enemy element and defense.	Let's do this seriously	28	
9	Reduces cooldown of other skills by 1 turn. Change Dark orbs to Water orbs, Fire orbs to Heart orbs.	Let's go. Focus!	14	
8	Recover 30% of max HP. Bind recovery for 3 turns. Attacker & Devil type cards ATK x1.5 for 1 turn.	Let's see what this bad boy can do!	13	
9	Deal 9999 damage to all enemies. Ignore enemy element and defense. Randomly spawn 4 Fire orbs from non Fire orbs.	Let's walk together for all eternity...Kurei...	15	
15	Reduce enemies' defense to 0 for 1 turn. Effects carry forward on sweep. Avoid all Light  damage for 3 turns.	Libra	20	
8	Change Wood orbs to Fire orbs, Dark orbs to Heart orbs. Enhance Fire orbs. +6% per orb.	Life Flame X - Orb Change	11	
8	Change Water orbs to Light orbs, Dark orbs to Heart orbs. Enhance Light orbs. +6% per orb.	Life Flash X - Orb Change	11	
8	Change Light orbs to Wood orbs, Dark orbs to Heart orbs. Enhance Wood orbs. +6% per orb.	Life Forest X - Orb Change	11	
8	Change Wood orbs to Dark orbs, Light orbs to Heart orbs. Enhance Dark orbs. +6% per orb.	Life Prison X - Orb Change	11	
8	Change Fire orbs to Water orbs, Light orbs to Heart orbs. Enhance Water orbs. +6% per orb.	Life Sapphire X - Orb Change	11	
5	35% damage reduction for 1 turn. Recover 4000 HP.	Lifestream	19	
8	Change Water orbs to Wood orbs, Fire orbs to Heart orbs. Enhance Wood orbs. +6% per orb.	Life Tree X - Orb Change	11	
8	Inflict damage equal to ATK x50 to 1 enemy, and drain 50% of the damage you dealt. Affected by enemy element and defense. Randomly spawn 4 Heart orbs from non Water & Heart orbs.	Life Water Lotus Blossom	12	
6	Change Dark & Jammer orbs to Light orbs. Change Heart, Poison & Mortal Poison orbs to Dark orbs.	Light&Dark Orbs Change	13	
9	Reduces cooldown of other skills by 1 turn. Light attribute ATK x1.5 for 3 turns.	Light Enhancement	17	
8	Change top-most row into Light orbs. Reduces cooldown of other skills by 1 turn.	Lightning Charge	13	
8	Delay 1 turn to all enemies. Enhance Light orbs. +6% per orb, up to +180% for full board.	Lightning Howl	16	
7	Inflict Light damage equal to ATK x30 to all enemies. Affected by enemy element and defense. Physical type cards ATK x1.5 for 2 turns.	Lightning Wind	19	
5	Recover 500 HP.	Light of Healing	10	
3	Recover 2000 HP.	Light of Mighty Healing	10	
5	Change Dark orbs to Light orbs.	Light Orb Change	9	
5	Change left-most column into Light orbs.	Light Spell	9	
8	Change Fire orbs to Wood orbs, Dark orbs to Heart orbs. Bind recovery for 3 turns.	Live by my side!!	13	
7	Removes lock status on orbs. Change Light orbs to Fire orbs, Water orbs to Dark orbs.	Lively Glance	12	
4	Change bottom-most row into Wood orbs. Randomly spawn 3 Jammer orbs from non Wood & Jammer orbs.	Looks like you're in a bind.	9	
5	Inflict Dark damage equal to ATK x10-50 to all enemies. Affected by enemy element and defense.	Lucky(?) Ribbon	20	
8	Change Fire & Heart orbs to Wood orbs. Increase skyfall chance of Wood orbs by 15% for 2 turns.	Lunatic Storm	12	
13	Recover 30% of max HP. Bind recovery for 3 turns. Increases time limit of orb movement by 300% for 1 turn.	Magazine All-Stars, 1st Edition	18	
10	Recover RCV x5 HP. Change all orbs to Fire, Water & Wood & Light & Dark orbs.	Magical Song	15	
12	+2 combo count for 1 turn. Increases time limit of orb movement by 2 seconds for 1 turn.	Magic Chain	27	
10	Inflict damage equal to ATK x50 to 1 enemy, and drain 50% of the damage you dealt. Affected by enemy element and defense. Enhance Water orbs. +6% per orb, up to +180% for full board.	Magic-Draining Light	23	
8	Inflict damage equal to ATK x10 to 1 enemy, and drain 100% of the damage you dealt. Affected by enemy element and defense. Increases time limit of orb movement by 150% for 5 turns.	Magic Spear, gungnir nya!	12	
4	Switch places with leader card. Use again to switch back.	Magic Stone Teleportation	9	
6	Deal 20000 Fire damage to all enemies. Affected by enemy element and defense. Change Dark orbs to Fire orbs.	Magma Ball	15	
7	Inflict Fire damage equal to ATK x20 to all enemies. Affected by enemy element and defense. Fire attribute ATK x1.5 for 2 turns.	Magma Breath	29	
10	Reduce 10% of all enemies' HP. Ignore enemy element and defense.	Malice	10	
10	Reduce enemies' defense by 75% for 1 turn. Effects carry forward on sweep. Attacker type cards ATK x1.3 for 3 turns.	Man cannot live forever...	20	
12	Delay 1 turn to all enemies. Inflict Fire damage equal to ATK x50 to all enemies. Affected by enemy element and defense.	Mars Daylight	22	
11	Delay 2 turns to all enemies. Dark attribute ATK x1.5 for 2 turns.	Masterful Foundation	15	
10	Inflict damage equal to ATK x1 to 1 enemy. Affected by enemy element and defense. 75% damage reduction for 1 turn.	Maya Kick!	20	
6	Dragon & Attacker type cards ATK x0.5 for 1 turn. Change all orbs to Fire, Water & Wood & Light & Dark orbs.	Meditative Five Color Dragon	16	
10	Deal 9999 damage to all enemies. Ignore enemy element and defense.	Mega Flare	20	
10	Delay 1 turn to all enemies. Enhance Fire, Water, Wood, Light, Dark & Heart orbs. +6% per orb.	Melody Wink	14	
6	Recover 30% of max HP. Change Water orbs to Heart orbs.	Melon Shower	13	
7	Randomly spawn 3 Fire & Heart orbs from non Fire & Heart orbs. Reduces cooldown of other skills by 1 turn.	Melting Masks	12	
10	Delay 3 turns to all enemies.	Menace	15	
6	Increase skyfall chance of Heart orbs by 15% for 3 turns. Randomly spawn 3 Heart orbs from non Light & Heart orbs.	Merciful Mother Star	11	
4	35% damage reduction for 1 turn.	Merciful Protection	11	
10	Recover 30% of max HP. Bind recovery for 1 turn.	Merciful Radiance	20	
15	Water attribute ATK x5 for 1 turn. Reduces cooldown of other skills by 2 turns.	Mercuria Enhancement	15	
16	Change all orbs to Water orbs.	Mercury Genesis	30	
9	Change Light, Heart, Poison & Mortal Poison orbs to Dark orbs. Reduces cooldown of other skills by 1 turn.	Meteor Charge - Dark	14	
9	Change Dark, Heart, Poison & Mortal Poison orbs to Light orbs. Reduces cooldown of other skills by 1 turn.	Meteor Charge - Light	14	
12	Change Dark & Heart orbs to Water orbs. +2 combo count for 1 turn.	Meteor Shot - Aqua	17	
8	Deal 99 damage to all enemies. Ignore enemy element and defense. Increase skyfall chance of Wood orbs by 15% for 3 turns.	Midare Benten	13	
6	Change bottom-most row into Dark orbs.	Midnight Spell	11	
8	Reduce enemies' defense by 75% for 5 turns. Effects carry forward on sweep. Reduces cooldown of other skills by 1 turn.	Mind if I try an experiment?	13	
8	Change Light orbs to Fire orbs, Dark orbs to Heart orbs. Enhance Heart orbs. +6% per orb, up to +180% for full board.	Miracle of Fire	13	
16	Change all orbs to Heart orbs. 100% damage reduction for 2 turns.	Miracle of Healing	23	
8	Change Light orbs to Water orbs, Dark orbs to Heart orbs. Enhance Heart orbs. +6% per orb, up to +180% for full board.	Miracle of Ice	13	
8	Change Light orbs to Wood orbs, Dark orbs to Heart orbs. Enhance Heart orbs. +6% per orb, up to +180% for full board.	Miracle of Wood	13	
11	Change top-most row into Water orbs. Deal 1000 damage to all enemies. Ignore enemy element and defense.	Mirage Blade	31	
13	Inflict Fire damage equal to ATK x20 to 1 enemy, and drain 50% of the damage you dealt. Affected by enemy element and defense. Dragon & Devil type cards ATK x2 for 1 turn.	Mirage Flare	18	
12	Reduce enemies' defense to 0 for 1 turn. Effects carry forward on sweep. Inflict Dark damage equal to ATK x50 to all enemies. Affected by enemy element and defense.	Mission of Salvation	22	
5	Change right-most column into Light orbs.	Miyomimane Ryutsuisen	10	
4	Randomly spawn 3 Wood orbs from non Wood orbs.	Moon Blossom	14	
9	Randomly spawn 4 Dark & Heart orbs from non Dark & Heart orbs. Reduces cooldown of other skills by 1 turn.	Moon God's Arm	14	
2	Removes lock status on orbs. Increases time limit of orb movement by 2 seconds for 1 turn.	Moonlight Serenade	7	
7	Randomly spawn 7 Heart orbs from non Light & Heart orbs. Give 7 seconds to move orbs without triggering matches.	Moon Phase	22	
12	Inflict damage equal to ATK x10 to 1 enemy. Affected by enemy element and defense. Physical type cards ATK x3 for 1 turn.	Muscle Enhancement	17	
10	Activate a random skill. This includes: Excalibur, Excalipoor, Masamune, Genji Shield	My Collection	14	
9	Dragon type cards ATK x1.5 for 3 turns. Reduces cooldown of other skills by 1 turn.	My duel is not finished!	14	
6	Randomly spawn 3 Dark & Heart orbs from non Dark & Heart orbs. Bind recovery for 2 turns.	Mysterious Words	11	
6	Deal 6666 damage to 1 enemy. Ignore enemy element and defense. Increases time limit of orb movement by 2 seconds for 1 turn.	Mystic Lazer	16	
11	Change all orbs to Fire, Light & Dark & Heart orbs.	N/A	16	
11	Change all orbs to Fire, Water & Dark & Heart orbs.	N/A	16	
11	Reduces cooldown of other skills by 1 turn.	N/A	16	
11	Reduces cooldown of other skills by 1 turn.	N/A	16	
16	Change all orbs to Heart orbs.	N/A	23	
16	100% damage reduction for 2 turns.	N/A	23	
6	Attacker type cards ATK x1.25 for 1 turn.	N/A	11	
6	Change Heart, Jammer, Poison & Mortal Poison orbs to Water orbs.	N/A	11	
7	Change all orbs to Fire, Water & Wood & Light & Dark & Heart & Poison orbs.	Natural Blossom	17	
10	Deal 10000 damage to 1 enemy. Ignore enemy element and defense. Healer type cards ATK x2 for 2 turns.	Nebula Chain	14	
8	Counter 5x damage taken with Dark for 4 turns. Change Wood, Jammer, Poison & Mortal Poison orbs to Dark orbs.	Necro Bite	12	
15	Fire attribute ATK x5 for 1 turn. Reduces cooldown of other skills by 2 turns.	Nerva Enhancement	15	
8	Change Light & Heart orbs to Dark orbs. Increase skyfall chance of Dark orbs by 15% for 2 turns.	Netherworld Star	12	
15	Inflict damage equal to ATK x20 to 1 enemy, and drain 10% of the damage you dealt. Affected by enemy element and defense.	Nightmare Sword	20	
10	Inflict Fire damage equal to ATK x20-100 to all enemies. Affected by enemy element and defense. Randomly spawn 8 Fire orbs from non Fire orbs.	Nine Lives	15	
5	Change Dark orbs to Water orbs.	Ninja Art Dk to Wt	9	
16	Change all orbs to Fire orbs.	Ninja Art Fireworks	30	
5	Change Fire orbs to Dark orbs.	Ninja Art Fr to Dk	9	
5	Change Light orbs to Fire orbs.	Ninja Art Lt to Fr	9	
5	Change Wood orbs to Fire orbs.	Ninja Art - Presents on Fire	10	
15	Inflict damage equal to ATK x20 to 1 enemy, and drain 5% of the damage you dealt. Affected by enemy element and defense.	Ninja Art Shadow Tag	25	
5	Change Fire orbs to Light orbs.	Ninja Art Thousand Lanterns	10	
5	Change Wood orbs to Light orbs.	Ninja Art Wd to Lt	9	
5	Change Water orbs to Wood orbs.	Ninja Art Wt to Wd	9	
9	Change all orbs to Water, Wood & Light orbs.	Ninpo - Dead Leaf Blizzard	14	
6	Devil type cards ATK x1.5 for 1 turn. Change Jammer, Poison & Mortal Poison orbs to Water orbs.	No escape!	11	
9	Removes lock status on orbs. Change left-most column into Fire orbs and the right-most column into Heart orbs.	No hard feelings, asshole!	14	
7	Change Fire orbs to Wood orbs, Light orbs to Heart orbs. Change own attribute to Wood for 2 turns.	Nordic Wind	12	
11	Deal 10000 damage to all enemies. Ignore enemy element and defense. Change all orbs to Fire, Water & Wood & Light & Dark & Heart orbs.	No room for doubt.	16	
8	Change all orbs to Wood, Light & Dark orbs.	Northern Seven-Star Formation	14	
6	Reduce enemies' defense by 75% for 1 turn. Effects carry forward on sweep. Randomly spawn 3 Fire & Dark orbs from non Fire & Dark orbs.	Now is the time to choose!	11	
11	Avoid all Water  damage for 3 turns. All attacks become multi-target for 3 turns.	Now...what are we supposed to do?	16	
7	Balanced type cards ATK x1.3 for 5 turns. Inflict Poison damage equal to ATK x1 to all enemies every turn. Ignore enemy element and defense.	nya!	12	
8	Deal 150000 damage to 1 enemy. Ignore enemy element and defense. Randomly spawn 3 Dark orbs from non Dark orbs.	Oblivion Nova	12	
12	Reduces cooldown of other skills by 1 turn. Change top-most row into Dark orbs and bottom-most row into Wood orbs.	O-hohohohoho!	17	
5	Deal 100 damage to all enemies. Ignore enemy element and defense.	Oink Oink!	11	
9	Deal 8000 damage to all enemies. Ignore enemy element and defense.	Omega Sanction	19	
8	Attacker type cards ATK x2.5 for 1 turn. Reduces time limit of orb movement to 25% for 1 turn.	Oraa! Come and fight!	18	
6	Reshuffle all orbs.	Orb Refresh	12	
7	Change all orbs to Fire, Water & Wood & Light & Dark & Heart orbs.	Orb Transformation	12	
3	Change Poison & Mortal Poison orbs to Jammer orbs.	Oriental Stomp	18	
2	Randomly spawn 2 Wood & Jammer orbs from non Wood & Jammer orbs.	Oriental Wind	22	
10	Inflict Wood damage equal to ATK x10 to all enemies in exchange for reducing HP to 1. Affected by enemy element and defense. God type cards ATK x1.5 for 4 turns.	Overcoming Hardship	25	
15	Inflict Fire damage equal to ATK x100 to all enemies. Affected by enemy element and defense. Delay 1 turn to all enemies.	Overwhelming Fear	25	
5	Activate a random skill. This includes: Guard Stance - Water, Guard Stance - Light, Guard Stance - Fire, Guard Stance - Wood, Guard Stance - Dark	Pal Power	5	
8	Fire & Dark attribute cards ATK x2 for 1 turn. Randomly spawn 3 Jammer orbs from non Fire & Jammer orbs.	Pandemonium's Best Sake	18	
14	Change all orbs to Fire & Water orbs. Reduces cooldown of other skills by 2 turns.	Parable of the Three Arrows	19	
15	Inflict Wood damage equal to ATK x50 to all enemies. Affected by enemy element and defense. Reduces cooldown of other skills by 1 turn.	Particle Beam	25	
7	Removes lock status on orbs. Randomly spawn 3 Fire & Dark orbs from non Fire & Dark orbs.	Pathetic, aren't you!	12	
5	Inflict Light damage equal to ATK x30 to all enemies. Affected by enemy element and defense. All attacks become multi-target for 5 turns.	Pegasus Ryuuseiken	9	
